react,fragC,fragO,product,C0O1_num
COc1ccc2cc(Br)ccc2c1,*c1ccc2cc(Br)ccc2c1,*OC,Cn4c(c2ccc1cc(Br)ccc1c2)nc3ccccc34,c1([O:1][CH3:13])[cH:3][cH:4][c:5]2[cH:6][c:7]([Br:8])[cH:9][cH:10][c:11]2[cH:12]1
COc1ccc2cc(F)ccc2c1,*c1ccc2cc(F)ccc2c1,*OC,Cn4c(c2ccc1cc(F)ccc1c2)nc3ccccc34,c1([O:1][CH3:13])[cH:3][cH:4][c:5]2[cH:6][c:7]([F:8])[cH:9][cH:10][c:11]2[cH:12]1
COc1ccc2cc(C(F)(F)F)ccc2c1,*c1ccc2cc(C(F)(F)F)ccc2c1,*OC,Cn4c(c2ccc1cc(C(F)(F)F)ccc1c2)nc3ccccc34,c1([O:1][CH3:16])[cH:3][cH:4][c:5]2[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][c:14]2[cH:15]1
COc1ccc2cc(C#N)ccc2c1,*c1ccc2cc(C#N)ccc2c1,*OC,Cn4c(c2ccc1cc(C#N)ccc1c2)nc3ccccc34,c1([O:1][CH3:14])[cH:3][cH:4][c:5]2[cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11][c:12]2[cH:13]1
COc1ccc2cc(C(C)=O)ccc2c1,*c1ccc2cc(C(C)=O)ccc2c1,*OC,CC(=O)c4ccc3cc(c2nc1ccccc1n2C)ccc3c4,c1([O:1][CH3:15])[cH:3][cH:4][c:5]2[cH:6][c:7]([C:8]([CH3:9])=[O:10])[cH:11][cH:12][c:13]2[cH:14]1
COc1ccc2cc(Oc3ccccc3)ccc2c1,*OC,*c1ccc2cc(Oc3ccccc3)ccc2c1,Cn5c(c3ccc2cc(Oc1ccccc1)ccc2c3)nc4ccccc45,c1([O:1][CH3:19])[cH:3][cH:4][c:5]2[cH:6][c:7]([O:8][c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[cH:15][cH:16][c:17]2[cH:18]1
COc1ccc(Br)cc1,*c1ccc(Br)cc1,*OC,Cn3c(c1ccc(Br)cc1)nc2ccccc23,c1([O:1][CH3:9])[cH:3][cH:4][c:5]([Br:6])[cH:7][cH:8]1
COc1ccc(I)cc1,*c1ccc(I)cc1,*OC,Cn3c(c1ccc(I)cc1)nc2ccccc23,c1([O:1][CH3:9])[cH:3][cH:4][c:5]([I:6])[cH:7][cH:8]1
COc1ccc(C(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,*OC,Cn3c(c1ccc(C(F)(F)F)cc1)nc2ccccc23,c1([O:1][CH3:12])[cH:3][cH:4][c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][cH:11]1
COc1ccc(C#N)cc1,*c1ccc(C#N)cc1,*OC,Cn3c(c1ccc(C#N)cc1)nc2ccccc23,c1([O:1][CH3:10])[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1
COc1ccc([N+](=O)[O-])cc1,*c1ccc([N+](=O)[O-])cc1,*OC,Cn3c(c1ccc([N+](=O)[O-])cc1)nc2ccccc23,c1([O:1][CH3:11])[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1
COc1ccc(C(Cl)c2ccccc2)cc1,*c1ccc(C(Cl)c2ccccc2)cc1,*OC,Cn4c(c2ccc(C(Cl)c1ccccc1)cc2)nc3ccccc34,c1([O:1][CH3:16])[cH:3][cH:4][c:5]([CH:6]([Cl:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1
COc1cccc(C(F)(F)F)c1,*c1cccc(C(F)(F)F)c1,*OC,Cn3c(c1cccc(C(F)(F)F)c1)nc2ccccc23,c1([O:1][CH3:12])[cH:3][cH:4][cH:5][c:6]([C:7]([F:8])([F:9])[F:10])[cH:11]1
COc1cccc(C#N)c1,*c1cccc(C#N)c1,*OC,Cn3c(c1cccc(C#N)c1)nc2ccccc23,c1([O:1][CH3:10])[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1
COc1cccc([N+](=O)[O-])c1,*c1cccc([N+](=O)[O-])c1,*OC,Cn3c(c1cccc([N+](=O)[O-])c1)nc2ccccc23,c1([O:1][CH3:11])[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1
COc1cccc(C(C)=O)c1,*c1cccc(C(C)=O)c1,*OC,CC(=O)c3cccc(c2nc1ccccc1n2C)c3,c1([O:1][CH3:11])[cH:3][cH:4][cH:5][c:6]([C:7]([CH3:8])=[O:9])[cH:10]1
COC(=O)c1cccc(OC)c1,*OC,*c1cccc(C(=O)OC)c1,COC(=O)c3cccc(c2nc1ccccc1n2C)c3,[CH3:8][O:9][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7]c([O:1][CH3:10])[cH:11]1
CC(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(C)=O,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:14](=[O:2])[CH3:15])[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1
CCC(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)CC,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:2](=[O:3])[CH2:15][CH3:16])[cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[cH:14]1
CC(C)C(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)C(C)C,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:3](=[O:4])[CH:16]([CH3:2])[CH3:17])[cH:7][cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15]1
O=C(Oc1ccc2ccccc2c1)C(F)(F)F,*c1ccc2ccccc2c1,*OC(=O)C(F)(F)F,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:17]([C:13]([F:14])([F:15])[F:16])=[O:18])[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1
O=C(Oc1ccc2ccccc2c1)c1ccccc1,*c1ccc2ccccc2c1,*OC(=O)c1ccccc1,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:19]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[O:20])[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1
O=C(Oc1ccc2ccccc2c1)c1ccccn1,*c1ccc2ccccc2c1,*OC(=O)c1ccccn1,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:19]([c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)=[O:20])[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1
Cc1cc(C)c(C(=O)Oc2ccc3ccccc3c2)c(C)c1,*c1ccc2ccccc2c1,*OC(=O)c1c(C)cc(C)cc1C,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:6]([c:5]2[c:3]([CH3:4])[cH:2][c:22]([CH3:23])[cH:21][c:19]2[CH3:20])=[O:7])[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[cH:18]1
O=C(Oc1ccc2ccccc2c1)c1c(Cl)cccc1Cl,*c1ccc2ccccc2c1,*OC(=O)c1c(Cl)cccc1Cl,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:21]([c:13]2[c:14]([Cl:15])[cH:16][cH:17][cH:18][c:19]2[Cl:20])=[O:22])[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1
CC(=O)Oc1ccc2cc(C(C)=O)ccc2c1,*c1ccc2cc(C(C)=O)ccc2c1,*OC(C)=O,CC(=O)c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:17](=[O:2])[CH3:18])[cH:5][cH:6][c:7]2[cH:8][c:9]([C:10]([CH3:11])=[O:12])[cH:13][cH:14][c:15]2[cH:16]1
COCc1ccc2cc(OC(C)=O)ccc2c1,*OC(C)=O,*c1ccc2cc(COC)ccc2c1,COCc3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:10]([CH3:11])=[O:12])[cH:7][c:6]2[cH:5][cH:4][c:3]([CH2:2][O:18][CH3:17])[cH:16][c:15]2[cH:14][cH:13]1
COC(=O)c1ccc2cc(OC(C)=O)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC(C)=O,COC(=O)c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:11]([CH3:12])=[O:13])[cH:8][c:7]2[cH:6][cH:5][c:4]([C:2](=[O:3])[O:19][CH3:18])[cH:17][c:16]2[cH:15][cH:14]1
COCOc1ccc2cc(OC(C)=O)ccc2c1,*OC(C)=O,*c1ccc2cc(OCOC)ccc2c1,COCOc3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:11]([CH3:12])=[O:13])[cH:8][c:7]2[cH:6][cH:5][c:4]([O:3][CH2:2][O:19][CH3:18])[cH:17][c:16]2[cH:15][cH:14]1
COc1ccc2cc(OC(C)=O)ccc2c1,*OC(C)=O,*c1ccc2cc(OC)ccc2c1,COc3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:9]([CH3:10])=[O:11])[cH:6][c:5]2[cH:4][cH:3][c:2]([O:17][CH3:16])[cH:15][c:14]2[cH:13][cH:12]1
CC(=O)Oc1ccc2cc(O)ccc2c1,*c1ccc2cc(O)ccc2c1,*OC(C)=O,Oc3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:15](=[O:2])[CH3:16])[cH:5][cH:6][c:7]2[cH:8][c:9]([OH:10])[cH:11][cH:12][c:13]2[cH:14]1
COCc1c(OC)ccc2cc(OC(C)=O)ccc12,*OC(C)=O,*c1ccc2c(COC)c(OC)ccc2c1,COCc2c(OC)ccc3cc(c1ccccc1)ccc23,c1([O:1][C:13]([CH3:14])=[O:15])[cH:10][c:9]2[cH:8][cH:7][c:4]([O:5][CH3:6])[c:3]([CH2:2][O:20][CH3:19])[c:18]2[cH:17][cH:16]1
CC(=O)Oc1ccc2cc(-c3ccccc3)ccc2c1,*c1ccc2cc(-c3ccccc3)ccc2c1,*OC(C)=O,c4cc(CCCC)ccc4c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:20](=[O:2])[CH3:21])[cH:5][cH:6][c:7]2[cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][cH:17][c:18]2[cH:19]1
COc1ccc(-c2ccc3cc(OC(C)=O)ccc3c2)cc1,*OC(C)=O,*c1ccc2cc(-c3ccc(OC)cc3)ccc2c1,COc4ccc(c3ccc2cc(c1ccc(CCCC)cc1)ccc2c3)cc4,c1([O:1][C:13]([CH3:14])=[O:15])[cH:10][c:9]2[cH:8][cH:7][c:6](-[c:5]3[cH:4][cH:3][c:2]([O:23][CH3:22])[cH:21][cH:20]3)[cH:19][c:18]2[cH:17][cH:16]1
CC(=O)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(C)=O,c3ccc(c1cccc2ccccc12)cc3,c1([O:1][C:14](=[O:2])[CH3:15])[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12
COC(=O)c1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(C(=O)OC)cc1,COC(=O)c1ccc(c2ccc(OC)cc2)cc1,c1([O:1][C:9](=[O:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[cH:6][cH:5][c:4]([C:2](=[O:3])[O:18][CH3:17])[cH:16][cH:15]1
CC(=O)c1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(C(C)=O)cc1,CC(=O)c1ccc(c2ccc(OC)cc2)cc1,c1([O:1][C:8](=[O:9])[C:10]([CH3:11])([CH3:12])[CH3:13])[cH:5][cH:4][c:3]([C:17](=[O:2])[CH3:16])[cH:15][cH:14]1
CC(C)(C)C(=O)Oc1ccc(F)cc1,*c1ccc(F)cc1,*OC(=O)C(C)(C)C,Fc1ccc(c2ccc(OC)cc2)cc1,c1([O:1][C:4](=[O:5])[C:14]([CH3:2])([CH3:3])[CH3:15])[cH:8][cH:9][c:10]([F:11])[cH:12][cH:13]1
CC(C)(C)C(=O)Oc1cccc(C(F)(F)F)c1,*c1cccc(C(F)(F)F)c1,*OC(=O)C(C)(C)C,c1c(C(F)(F)F)cc(c2ccc(OC)cc2)cc1,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16]1
CC(C)(C)C(=O)Oc1ccc(-c2ccccc2)cc1,*c1ccc(-c2ccccc2)cc1,*OC(=O)C(C)(C)C,c3ccccc3c1ccc(c2ccc(C)cc2)cc1,c1([O:1][C:4](=[O:5])[C:19]([CH3:2])([CH3:3])[CH3:20])[cH:8][cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][cH:18]1
CC(C)(C)C(=O)Oc1ccccc1,*c1ccccc1,*OC(=O)C(C)(C)C,c1ccccc1c2ccc(C)cc2,c1([O:1][C:4](=[O:5])[C:13]([CH3:2])([CH3:3])[CH3:14])[cH:8][cH:9][cH:10][cH:11][cH:12]1
COc1cc(C(C)=O)ccc1OC(=O)C(C)(C)C,*OC(=O)C(C)(C)C,*c1ccc(C(C)=O)cc1OC,COc1ccc(c2c(OC)cc(C(=O)C)cc2)cc1,c1([O:1][C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[c:2]([O:19][CH3:18])[cH:3][c:4]([C:5]([CH3:6])=[O:7])[cH:8][cH:9]1
CC(C)(C)C(=O)Oc1ccc2c(=O)cc(-c3ccccc3)oc2c1,*c1ccc2c(=O)cc(-c3ccccc3)oc2c1,*OC(=O)C(C)(C)C,COc4ccc(c3ccc2c(=O)cc(c1ccccc1)oc2c3)cc4,c1([O:1][C:4](=[O:5])[C:24]([CH3:2])([CH3:3])[CH3:25])[cH:8][cH:9][c:10]2[c:11](=[O:12])[cH:13][c:14](-[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[o:21][c:22]2[cH:23]1
COc1ccc2ccc(OC(=O)C(C)(C)C)cc2c1,*OC(=O)C(C)(C)C,*c1ccc2ccc(OC)cc2c1,CCCCNC(=O)c2ccc1ccc(OC)cc1c2,c1([O:1][C:10](=[O:11])[C:12]([CH3:13])([CH3:14])[CH3:15])[cH:7][cH:6][c:5]2[cH:4][cH:3][c:2]([O:20][CH3:19])[cH:18][c:17]2[cH:16]1
CC(C)(C)C(=O)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(=O)C(C)(C)C,CCCCNC(=O)c1cccc2ccccc12,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][cH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12
O=C(Oc1ccc2ccccc2c1)C12CC3CC(CC(C3)C1)C2,*c1ccc2ccccc2c1,*OC(=O)C12CC3CC(CC(C3)C1)C2,CCCCNC(=O)c2ccc1ccccc1c2,c1([O:1][C:23]([C:13]23[CH2:14][CH:15]4[CH2:16][CH:17]([CH2:18][CH:19]([CH2:20]4)[CH2:21]2)[CH2:22]3)=[O:24])[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1
CC(C)c1cc(C(C)C)c(C(=O)Oc2ccc3ccccc3c2)c(C(C)C)c1,*c1ccc2ccccc2c1,*OC(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCNC(=O)c2ccc1ccccc1c2,c1([O:1][C:10]([c:9]2[c:5]([CH:6]([CH3:7])[CH3:8])[cH:4][c:3]([CH:28]([CH3:2])[CH3:29])[cH:27][c:23]2[CH:24]([CH3:25])[CH3:26])=[O:11])[cH:14][cH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[cH:22]1
CC(C)(C)C(=O)Oc1ccc2ncccc2c1,*c1ccc2ncccc2c1,*OC(=O)C(C)(C)C,O=C(c1ccccc1)C(c2ccccc2)c4ccc3ncccc3c4,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][c:10]2[n:11][cH:12][cH:13][cH:14][c:15]2[cH:16]1
COC(=O)c1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC(=O)C(C)(C)C,COC(=O)c4ccc3cc(C(C(=O)c1ccccc1)c2ccccc2)ccc3c4,c1([O:1][C:11](=[O:12])[C:13]([CH3:14])([CH3:15])[CH3:16])[cH:8][c:7]2[cH:6][cH:5][c:4]([C:2](=[O:3])[O:22][CH3:21])[cH:20][c:19]2[cH:18][cH:17]1
COc1ccc(OC(=O)C(C)(C)C)c2ccccc12,*OC(=O)C(C)(C)C,*c1ccc(OC)c2ccccc12,COc3ccc(C(=O)Cc1ccc(OC)c2ccccc12)cc3,c1([O:1][C:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[cH:4][cH:3][c:2]([O:20][CH3:19])[c:18]2[c:13]1[cH:14][cH:15][cH:16][cH:17]2
CC(C)(C)C(=O)Oc1cccc2ncccc12,*c1cccc2ncccc12,*OC(=O)C(C)(C)C,COc3ccc(C(=O)Cc1cccc2ncccc12)cc3,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][cH:10][c:11]2[n:12][cH:13][cH:14][cH:15][c:16]12
CC(C)(C)C(=O)Oc1cccc2cccnc12,*c1cccc2cccnc12,*OC(=O)C(C)(C)C,COc3ccc(C(=O)Cc1cccc2cccnc12)cc3,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][cH:10][c:11]2[cH:12][cH:13][cH:14][n:15][c:16]12
COC(=O)[C@H](Cc1ccc(OC(=O)C(C)(C)C)cc1)N(C(=O)C(C)(C)C)c1ccccc1,*c1ccc(C[C@@H](C(=O)OC)N(C(=O)C(C)(C)C)c2ccccc2)cc1,*OC(=O)C(C)(C)C,COC(=O)[C@H](Cc2ccc(CC(=O)c1ccc(OC)cc1)cc2)N(C(=O)C(C)(C)C)c3ccccc3,c1([O:1][C:11](=[O:12])[C:13]([CH3:14])([CH3:15])[CH3:16])[cH:8][cH:7][c:6]([CH2:5][C@@H:4]([C:2](=[O:3])[O:33][CH3:32])[N:19]([C:20](=[O:21])[C:22]([CH3:23])([CH3:24])[CH3:25])[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[cH:18][cH:17]1
CC(C)(C)C(=O)Oc1ccc2c(c1)CCC1C2CC[C@]2(C)C(=O)CCC12,*c1ccc2c(c1)CCC1C2CC[C@]2(C)C(=O)CCC12,*OC(=O)C(C)(C)C,COc5ccc(C(=O)Cc1ccc2c(c1)CCC3C2CC[C@]4(C)C(=O)CCC34)cc5,c1([O:1][C:4](=[O:5])[C:26]([CH3:2])([CH3:3])[CH3:27])[cH:8][cH:9][c:10]2[c:11]([cH:12]1)[CH2:13][CH2:14][CH:15]1[CH:16]2[CH2:17][CH2:18][C@:19]2([CH3:20])[C:21](=[O:22])[CH2:23][CH2:24][CH:25]12
CC(C)(C)C(=O)Oc1ccc2cc(-c3cccc(F)c3)ccc2c1,*c1ccc2cc(-c3cccc(F)c3)ccc2c1,*OC(=O)C(C)(C)C,CC[Si](CC)(CC)c3ccc2cc(c1cccc(F)c1)ccc2c3,c1([O:1][C:4](=[O:5])[C:24]([CH3:2])([CH3:3])[CH3:25])[cH:8][cH:9][c:10]2[cH:11][c:12](-[c:13]3[cH:14][cH:15][cH:16][c:17]([F:18])[cH:19]3)[cH:20][cH:21][c:22]2[cH:23]1
CC(C)(C)C(=O)Nc1cccc2ccc(OC(=O)C(C)(C)C)cc12,*OC(=O)C(C)(C)C,*c1ccc2cccc(NC(=O)C(C)(C)C)c2c1,CC[Si](CC)(CC)c2ccc1cccc(NOC(=O)C(C)(C)C)c1c2,c1([O:1][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[cH:13][cH:12][c:11]2[cH:10][cH:9][cH:8][c:7]([NH:6][C:4](=[O:5])[C:25]([CH3:2])([CH3:3])[CH3:24])[c:23]2[cH:22]1
COC(=O)c1cc2ccccc2cc1OC(=O)C(C)(C)C,*OC(=O)C(C)(C)C,*c1cc2ccccc2cc1C(=O)OC,CC[Si](CC)(CC)c2cc1ccccc1cc2C(=O)OC,c1([O:1][C:15](=[O:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[c:4]([C:2](=[O:3])[O:22][CH3:21])[cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1
CC(C)[Si](c1ccc2ccc(OC(=O)C(C)(C)C)cc2c1)(C(C)C)C(C)C,*OC(=O)C(C)(C)C,*c1ccc2ccc([Si](C(C)C)(C(C)C)C(C)C)cc2c1,CC[Si](CC)(CC)c2ccc1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1c2,c1([O:1][C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[cH:9][cH:8][c:7]2[cH:6][cH:5][c:4]([Si:3]([CH:21]([CH3:22])[CH3:23])([CH:24]([CH3:25])[CH3:26])[CH:28]([CH3:2])[CH3:27])[cH:20][c:19]2[cH:18]1
Cc1cc(OC(=O)C(C)(C)C)c2ccccc2n1,*OC(=O)C(C)(C)C,*c1cc(C)nc2ccccc12,CC[Si](CC)(CC)c1cc(C)nc2ccccc12,c1([O:1][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[CH3:10])[cH:2][c:19]([CH3:18])[n:17][c:16]2[c:11]1[cH:12][cH:13][cH:14][cH:15]2
CC(C)(C)C(=O)Oc1ccc(C(C)(C)C)cc1,*c1ccc(C(C)(C)C)cc1,*OC(=O)C(C)(C)C,CC[Si](CC)(CC)c1ccc(C(C)(C)C)cc1,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15][cH:16]1
CC(C)(C)C(=O)Oc1ccc(C(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,*OC(=O)C(C)(C)C,CC[Si](CC)(CC)c1ccc(C(F)(F)F)cc1,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1
