,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,Y_0,Y_1,Y_2,Y_3,Z_0,Z_1,Z_2,Z_3,VBur_0,VBur_1,VBur_2,VBur_3,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3
[Li]C1=CCCCC1,16,0,1,5.5256,88.0771,967.131,643.6891,-241.529252987,0.135465,0.142227,0.143171,0.105218,-241.402508,-241.395746,-241.394802,-241.432754,C6H9Li,1.0,-0.17242,-0.04331,0.10786499999999999,0.064555,7.6778,1353.983,678.3919,3.079299,1.265316,1.065596,0.043653,-0.091054,-0.592835,0.742579,-1.484922,0.04641,0.045585,-0.062511,0.109302,0.3853052234109503,0.6084015103838892,0.6006922592825676,0.520059786028949,0.206846,-0.041504,-0.109684,-0.342152,0.601362,-0.355340,-0.029359,0.137327,0.75777,-0.49385,-0.36419,-0.49220,1.99622,1.99905,1.99894,1.99927,0.24051,4.47307,4.35071,4.47933,0.00550,0.02173,0.01454,0.01359,2.24223,6.49385,6.36419,6.49220,89.9081,5.1121,67.8766,152.7359,13.9204,263.2705,98.1228,16.751,-0.224396,-0.066193,0.156575,0.000072,0.05081,-0.06198,-0.34670,-0.53577,1.99460,1.99857,1.99901,1.99926,0.95000,4.04335,4.33368,4.52329,0.00458,0.02006,0.01401,0.01322,2.94919,6.06198,6.34670,6.53577,479.86,349.36,294.76,273.93,244.97,232.26,229.41,225.91,211.33,197.95,0.0229,0.0156,0.0317,0.0828,0.0079,0.0262,0.032,0.1065,0.0457,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
[Li]C1CC1,9,0,1,5.4691,48.0125,538.279,205.2929,-124.745045353,0.069966,0.074639,0.075584,0.043499,-124.708221,-124.703547,-124.702603,-124.734687,C3H5Li,1.0,-0.16697,-0.04645,0.10671,0.06026000000000001,6.9576,794.603,250.1262,2.371339,0.59631,-0.628936,-0.628452,-0.000113,-0.000401,-0.750319,0.750653,-0.431608,0.402572,-0.131787,-0.131625,0.3536815607300189,0.5356356198867213,0.4472152297042165,0.4473725613593455,0.365132,-0.318481,-0.296874,-0.296907,0.642629,-0.383590,0.051213,0.051257,0.80053,-0.90661,-0.46882,-0.46885,1.99878,1.99939,1.99932,1.99932,0.19604,4.88266,4.45815,4.45818,0.00465,0.02455,0.01136,0.01135,2.19947,6.90661,6.46882,6.46885,91.3837,194.3388,185.2264,185.2396,21.4344,56.4011,60.8814,60.9052,-0.031718,-0.139491,0.085583,0.085626,0.09384,-0.41233,-0.46643,-0.46636,1.99593,1.99904,1.99934,1.99934,0.90421,4.38736,4.45535,4.45528,0.00603,0.02594,0.01174,0.01174,2.90616,6.41233,6.46643,6.46636,489.65,328.18,324.36,307.8,264.94,236.81,228.09,221.32,202.76,201.87,0.0818,0.0555,0.0595,0.0002,0.0044,0.0005,0.0019,0.0639,0.0289,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
[Li][Zn](c1ccccc1)(C)(C)(C)[Li],26,0,1,7.9081,201.4696,1458.012,2357.4478,-2145.38713242,0.197519,0.214773,0.215718,0.152178,-2145.398074,-2145.380819,-2145.379875,-2145.443414,C9H14Li2Zn,1.0,-0.20855,-0.03022,0.119385,0.08916500000000001,2.362,1631.585,2520.8109,1.358398,-0.741315,-1.502744,-1.502728,0.000963,0.000395,1.190553,-1.189894,-0.61899,-0.274131,-0.224197,-0.227099,0.7293895531780994,0.7739144115796098,0.6224040276903713,0.6224826935179358,0.661259,-0.135802,-0.208947,-0.208927,0.869331,-0.472498,-0.076018,-0.076025,1.07729,-0.51218,-0.27559,-0.27557,17.99210,1.99914,1.99908,1.99908,10.92400,4.47967,4.25820,4.25818,0.00661,0.03337,0.01831,0.01831,28.92271,6.51218,6.27559,6.27557,1587.8789,31.8495,63.8932,63.8993,528.6488,264.1795,157.8629,157.8571,0.623898,-0.165878,-0.027533,-0.027450,0.99011,-0.48422,-0.29966,-0.29959,17.99102,1.99881,1.99902,1.99902,11.00952,4.45096,4.28205,4.28199,0.00935,0.03445,0.01859,0.01858,29.00989,6.48422,6.29966,6.29959,307.57,295.95,295.49,281.48,261.07,260.51,250.85,247.84,242.26,237.74,0.0121,0.0108,0.0001,0.0017,0.0132,0.0802,0.0228,0.0035,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn,C,C,C
[Li]c1ccc(cc1)O[Si](C)(C)C,25,0,1,5.779,172.2266,1687.749,2688.741,-723.064629343,0.195573,0.209586,0.21053,0.155055,-722.87741,-722.863397,-722.862453,-722.917928,C9H13LiOSi,1.0,-0.17962,-0.0495,0.11456,0.06506,13.737,1620.239,2835.4967,5.48421,3.567927,2.544967,3.089208,-0.680715,-0.233442,-1.208702,1.09964,0.000109,2.7e-05,-1.3e-05,5e-06,0.3596601636249213,0.5962869729389553,0.5240717432347388,0.525330396475771,0.360855,-0.095823,-0.200132,-0.196642,0.686131,-0.538829,0.068749,0.068603,0.79351,-0.63950,-0.23975,-0.24115,1.99863,1.99925,1.99911,1.99910,0.20166,4.61423,4.22459,4.22660,0.00620,0.02602,0.01605,0.01544,2.20649,6.63950,6.23975,6.24115,90.8337,41.1643,53.4069,52.38,15.7633,230.8708,150.6437,153.2973,-0.299712,-0.001863,-0.013556,-0.019276,-0.05976,-0.29429,-0.20629,-0.22806,1.99879,1.99936,1.99918,1.99918,1.05821,4.27168,4.19055,4.21285,0.00276,0.02325,0.01656,0.01603,3.05976,6.29429,6.20629,6.22806,439.43,406.68,336.97,288.67,287.77,285.75,281.66,252.05,248.91,242.61,0.0098,0.1099,0.0,0.0,0.0315,0.0732,0.2511,0.0039,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
[Li]c1ccc2c(c1)n(C)cc2,19,0,1,6.0991,137.1089,1089.401,1445.9383,-410.002173319,0.146442,0.155218,0.156162,0.112529,-409.869177,-409.860401,-409.859457,-409.903089,C9H8LiN,1.0,-0.16274,-0.04816,0.10545,0.057289999999999994,15.1007,1409.813,1548.6209,3.702674,2.179302,2.422711,0.828152,2.09893,0.852546,-0.557696,1.24438,7e-06,7e-06,1.5e-05,-1e-05,0.36107614852108244,0.5992762743864065,0.5291063561988673,0.565449968533669,0.356229,-0.104199,-0.201183,-0.242377,0.681543,-0.454095,-0.093779,0.009859,0.78899,-0.61442,-0.27379,-0.28966,1.99863,1.99926,1.99912,1.99900,0.20596,4.58911,4.25931,4.27680,0.00642,0.02605,0.01536,0.01386,2.21101,6.61442,6.27379,6.28966,90.6167,39.46,61.5728,74.606,16.0114,234.8584,143.3401,134.0304,-0.328904,-0.025446,-0.060335,-0.044401,-0.08776,-0.33192,-0.29589,-0.18509,1.99874,1.99934,1.99917,1.99904,1.08612,4.30938,4.28077,4.17176,0.00290,0.02320,0.01595,0.01429,3.08776,6.33192,6.29589,6.18509,496.67,428.08,421.25,312.55,311.65,295.24,294.37,286.75,285.18,274.01,0.0059,0.003,0.1098,0.0002,0.1129,0.0674,0.0333,0.1371,0.0023,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
[Li]c1cccc(c1)O[Si](C(C)(C)C)(C)C,34,0,1,5.379,214.307,2024.824,4150.078,-840.997873139,0.281236,0.299146,0.30009,0.236221,-840.724423,-840.706514,-840.705569,-840.769439,C12H19LiOSi,1.0,-0.18326,-0.05014,0.1167,0.06656000000000001,14.3415,2330.458,4242.9579,-4.972852,-3.820189,-4.32596,-2.413477,2.745886,1.143981,-0.179258,1.249139,0.002685,0.000528,0.00149,-0.002391,0.35989616110761485,0.5986469477658904,0.5224197608558842,0.5496381371932033,0.379193,-0.097134,-0.200482,-0.243725,0.685352,-0.376398,-0.115406,-0.168780,0.80241,-0.59755,-0.27945,-0.29656,1.99869,1.99926,1.99909,1.99902,0.19284,4.57202,4.26466,4.28237,0.00606,0.02628,0.01570,0.01517,2.19759,6.59755,6.27945,6.29656,90.9497,29.1634,60.8231,62.4887,15.7259,243.2106,147.7478,123.6568,-0.344655,-0.024603,0.050027,-0.061841,-0.11280,-0.39970,-0.06760,-0.27897,1.99868,1.99932,1.99912,1.99907,1.11044,4.37697,4.05342,4.26390,0.00368,0.02340,0.01507,0.01600,3.11280,6.39970,6.06760,6.27897,413.31,411.69,360.77,291.79,289.0,281.88,277.92,252.17,251.33,244.23,0.0024,0.106,0.0095,0.066,0.0274,0.0282,0.0016,0.0004,0.1591,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
[Li]c1cccc2c1cccc2,18,0,1,6.0706,134.1053,862.721,1379.6227,-392.777683525,0.136149,0.144554,0.145498,0.10267,-392.648414,-392.640009,-392.639065,-392.681893,C10H7Li,1.0,-0.17925,-0.05204,0.115645,0.063605,11.5211,1386.516,1453.9947,-1.667821,-1.348328,-2.426636,-0.043132,3.175404,1.223364,0.341319,0.611446,6e-05,-1.6e-05,-9e-06,-6e-06,0.3865638766519824,0.6320012586532411,0.5289490245437382,0.6788860918816866,0.378874,-0.143248,-0.202616,0.059058,0.681403,-0.391170,-0.054309,-0.049893,0.80045,-0.56474,-0.27300,-0.06654,1.99870,1.99920,1.99909,1.99898,0.19563,4.54075,4.25782,4.05182,0.00523,0.02479,0.01609,0.01574,2.19955,6.56474,6.27300,6.06654,90.2395,21.5922,55.5389,51.6007,15.5142,221.582,150.5222,208.3289,-0.347081,-0.032840,-0.001696,0.025432,-0.09779,-0.27737,-0.19830,-0.10918,1.99866,1.99930,1.99914,1.99902,1.09673,4.25663,4.18320,4.09475,0.00240,0.02144,0.01597,0.01541,3.09779,6.27737,6.19830,6.10918,445.41,394.16,335.54,299.63,299.08,292.86,281.45,277.43,276.72,276.28,0.0041,0.1033,0.0,0.0971,0.0268,0.0026,0.0039,0.0025,0.0213,0.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
[Li]c1ccccc1,12,0,1,6.1262,84.0455,646.145,546.6813,-239.135418043,0.089379,0.095275,0.09622,0.0598,-239.049061,-239.043165,-239.042221,-239.078641,C6H5Li,1.0,-0.18882,-0.05062,0.11972,0.0691,6.8321,983.264,599.0254,3.253486,1.280089,0.51512,0.515758,8.1e-05,0.000412,1.191352,-1.190951,8.1e-05,-3.5e-05,-1.7e-05,-1.7e-05,0.3596601636249213,0.5977029578351164,0.5241504090623034,0.5240717432347388,0.370801,-0.093151,-0.193979,-0.193886,0.678885,-0.443721,-0.023977,-0.024179,0.79718,-0.61206,-0.25636,-0.25640,1.99869,1.99925,1.99910,1.99910,0.19796,4.58655,4.24155,4.24160,0.00618,0.02626,0.01571,0.01571,2.20282,6.61206,6.25636,6.25640,90.9449,31.5066,53.7605,53.758,14.992,241.6987,155.7501,155.7322,-0.017662,-0.088099,-0.016856,-0.016748,0.12688,-0.13955,-0.29399,-0.29400,1.99572,1.99877,1.99908,1.99908,0.87479,4.11986,4.28010,4.28011,0.00261,0.02092,0.01481,0.01481,2.87312,6.13955,6.29399,6.29400,413.47,374.96,345.41,292.23,291.16,259.39,254.28,253.05,246.82,246.73,0.0939,0.0127,0.0,0.072,0.0336,0.0,0.1792,0.0017,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
[Li]c1ccccc1C,15,0,1,6.0173,98.0723,1085.604,795.6915,-278.452423728,0.116725,0.124475,0.125419,0.083745,-278.33896,-278.33121,-278.330266,-278.37194,C7H7Li,1.0,-0.18818,-0.04989,0.11903499999999999,0.069145,6.812,742.782,846.5616,1.605109,0.369024,-1.028751,0.807882,2.627814,1.08116,1.270284,-0.268824,-6e-06,-4.1e-05,1.2e-05,-5e-05,0.3879798615481435,0.6370358716173694,0.5274543738200126,0.6427784770295784,0.350328,-0.124820,-0.192598,0.096625,0.669141,-0.442033,-0.020954,0.013911,0.78843,-0.59039,-0.25548,-0.06004,1.99877,1.99915,1.99909,1.99900,0.20728,4.56585,4.24025,4.04507,0.00552,0.02539,0.01614,0.01597,2.21157,6.59039,6.25548,6.06004,90.9285,28.1876,53.9187,50.779,14.4871,229.5383,153.3551,179.4799,-0.023499,-0.132995,-0.016432,0.105848,0.11820,-0.13377,-0.28825,-0.08778,1.99576,1.99871,1.99908,1.99899,0.88375,4.11535,4.27437,4.07325,0.00229,0.01971,0.01480,0.01554,2.88180,6.13377,6.28825,6.08778,411.26,386.24,352.12,301.44,287.94,271.93,264.08,261.25,249.22,244.77,0.099,0.0067,0.0033,0.0705,0.0405,0.0613,0.0006,0.0711,0.0005,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,C
c1ccc(cc1)Cn1cnc2c1cccc2,28,0,1,3.8327,208.2622,2183.498,3847.1541,-650.224960752,0.228318,0.240295,0.241239,0.18779,-650.001329,-649.989352,-649.988408,-650.041857,C14H12N2,1.0,-0.21816,-0.01385,0.116005,0.102155,13.3879,1819.582,3761.9028,-0.862196,-1.277411,-0.57256,-2.440928,-3.176045,-2.175343,-1.106296,-1.863794,-0.062258,-0.022265,-0.535747,0.485399,0.3531308999370673,0.5040119572057898,0.6789647577092511,0.4620044052863436,0.155577,0.206818,-0.495703,-0.504143,0.046132,0.410227,-0.572960,-0.546180,0.22104,0.21995,-0.40731,-0.48694,0.00000,1.99936,1.99928,1.99947,0.77830,3.75389,5.39618,5.46580,0.00065,0.02679,0.01185,0.02167,0.77896,5.78005,7.40731,7.48694,24.789,54.3262,103.8363,8.0076,5.5583,74.3757,100.3413,350.0368,,0.468994,-0.429440,-0.452255,0.25344,0.26166,-0.27437,-0.39124,0.00000,1.99936,1.99930,1.99948,0.74554,3.71256,5.26234,5.37030,0.00102,0.02642,0.01273,0.02146,0.74656,5.73834,7.27437,7.39124,250.14,246.15,243.94,243.1,237.13,235.07,228.18,215.38,205.12,202.76,0.0048,0.0237,0.0132,0.0024,0.0034,0.1008,0.0002,0.0009,0.0067,0.0398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
c1ccc(cc1)b1ob(ob(o1)c1ccccc1)c1ccccc1,39,0,1,0.0009,311.7447,2988.389,10372.8584,-995.532854944,0.302308,0.321597,0.322541,0.251181,-995.236178,-995.216889,-995.215945,-995.287305,C18H15B3O3,1.0,-0.24876,-0.04232,0.14554,0.10322,0.0844,2898.737,10211.86,1.077251,2.278687,3.603104,2.07406,-0.882119,-1.86566,-1.390069,-3.257881,-4.7e-05,-2.2e-05,8.9e-05,-0.000113,0.6439584644430459,0.6521397105097546,0.5484581497797357,0.5503461296412838,0.397174,0.070563,-0.193075,-0.193159,1.713728,-0.469517,0.046766,0.046815,1.18999,-0.43254,-0.17808,-0.17811,1.99886,1.99894,1.99910,1.99910,1.78495,4.41762,4.16567,4.16571,0.02620,0.01598,0.01331,0.01331,3.81001,6.43254,6.17808,6.17811,82.6635,66.8586,59.4195,59.4652,13.8888,190.1077,180.7424,180.7321,0.353302,0.086494,-0.043396,-0.043591,1.11842,-0.42000,-0.16289,-0.16282,1.99887,1.99897,1.99911,1.99911,1.85653,4.40416,4.14967,4.14960,0.02618,0.01687,0.01411,0.01411,3.88158,6.42000,6.16289,6.16282,251.27,250.73,250.73,240.03,240.02,239.35,239.01,239.0,236.4,234.14,0.0,0.0075,0.0075,0.1188,0.1182,0.0001,0.0629,0.0607,0.0,0.3197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
c1ccc(cc1)c1cnco1,18,0,1,1.9293,145.1604,1026.048,1840.2085,-477.132633867,0.140023,0.148054,0.148998,0.105929,-476.994081,-476.98605,-476.985106,-477.028175,C9H7NO,1.0,-0.21969,-0.03929,0.12949,0.0902,0.8985,1346.688,1840.722,3.775392,3.037391,3.224949,1.736442,-1.454678,-0.665811,0.615119,-1.048741,-4e-06,1e-06,4.4e-05,-5.4e-05,0.2868156073001888,0.4232221522970422,0.42825676526117057,0.5089679043423537,0.174820,0.255871,-0.405546,-0.437947,0.078374,0.244163,-0.411524,-0.373881,0.22059,0.33836,-0.48681,-0.46478,0.00000,1.99940,1.99951,1.99975,0.77890,3.63011,5.46458,6.45458,0.00051,0.03213,0.02273,0.01045,0.77941,5.66164,7.48681,8.46478,24.8086,48.6369,-6.9558,40.6209,4.2615,74.2461,366.6717,255.7672,,0.434959,-0.394887,-0.439307,0.22410,0.34279,-0.48054,-0.48608,0.00000,1.99940,1.99951,1.99975,0.77502,3.62205,5.45739,6.47473,0.00088,0.03577,0.02364,0.01159,0.77590,5.65721,7.48054,8.48608,262.17,256.1,216.78,215.55,206.7,196.31,182.81,180.52,176.32,171.56,0.539,0.0042,0.0645,0.0003,0.0319,0.0474,0.2173,0.0071,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,O
c1ccc(cc1)c1cncs1,18,0,1,2.0032,161.221,1142.862,2121.8363,-800.104034144,0.136662,0.145132,0.146076,0.102017,-799.969041,-799.96057,-799.959626,-800.003686,C9H7NS,1.0,-0.22547,-0.04648,0.135975,0.089495,3.3317,1269.846,2131.8818,-4.222877,-3.211669,-2.917604,-1.841062,-0.476413,-0.099921,1.122703,-1.145849,-0.13991,-0.03597,0.296134,-0.318625,0.3069540591567023,0.46074575204531154,0.4447765890497168,0.49590937696664567,0.182415,-0.122198,-0.355418,0.242176,0.053035,0.201343,-0.468066,-0.086877,0.24395,-0.16400,-0.44753,0.41424,0.00000,1.99938,1.99944,9.99905,0.75502,4.13935,5.42462,5.54828,0.00104,0.02526,0.02347,0.03842,0.75605,6.16400,7.44753,15.58576,24.0604,42.6745,-69.3451,265.023,5.9658,106.1617,433.903,177.6863,,0.022931,-0.361423,0.205826,0.23971,-0.19462,-0.46814,0.34577,0.00000,1.99938,1.99943,9.99906,0.75902,4.16577,5.44388,5.60536,0.00127,0.02948,0.02484,0.04981,0.76029,6.19462,7.46814,15.65423,271.89,256.42,245.92,230.08,223.51,221.84,213.4,199.79,197.45,193.36,0.3984,0.0009,0.0089,0.0183,0.0109,0.0328,0.0211,0.0387,0.0006,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,S
c1ccc(cc1)n1cnc2c1cccc2,25,0,1,3.3876,194.2354,1976.85,3311.9468,-610.913795531,0.199467,0.210047,0.210991,0.16227,-610.718954,-610.708374,-610.70743,-610.756151,C13H10N2,1.0,-0.21866,-0.02478,0.12172,0.09694,5.3479,1353.712,3285.7941,-0.327699,0.393593,-0.033884,1.690119,2.734251,1.944434,0.64688,2.087904,-0.51712,-0.348492,-0.113137,-0.375683,0.37043738200125864,0.5033826305852738,0.6681088735053493,0.4594084329767149,0.164959,0.210800,-0.613285,-0.500548,0.059470,0.433880,-0.630422,-0.596192,0.22675,0.22566,-0.40514,-0.47893,0.00000,1.99936,1.99925,1.99947,0.77255,3.74877,5.39397,5.45780,0.00070,0.02621,0.01192,0.02166,0.77325,5.77434,7.40514,7.47893,24.6529,56.0046,86.9363,4.3869,6.1138,77.1889,100.3276,358.4497,,0.391705,-0.555497,-0.475862,0.24049,0.19821,-0.28737,-0.43229,0.00000,1.99937,1.99928,1.99947,0.75884,3.77404,5.27490,5.41078,0.00067,0.02838,0.01319,0.02204,0.75951,5.80179,7.28737,7.43229,266.1,259.84,254.08,246.41,243.16,235.9,222.53,221.31,206.74,203.77,0.1586,0.0048,0.0152,0.0002,0.0507,0.1514,0.0018,0.0113,0.0857,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
c1ccc(cc1)n1cncc1,19,0,1,3.6627,144.1756,1339.911,1835.2342,-457.264122331,0.152285,0.160374,0.161318,0.118586,-457.115043,-457.106954,-457.10601,-457.148742,C9H8N2,1.0,-0.22498,-0.02318,0.12408000000000001,0.1009,6.7158,1218.101,1817.7513,-1.436678,-1.834789,-1.009471,-3.106055,-1.876449,-0.984072,0.005512,-0.684068,-0.932632,-0.469215,0.015287,-0.339955,0.3700440528634361,0.5015733165512901,0.6433291378225299,0.4341567023285085,0.159626,0.196455,-0.486665,-0.435199,0.063206,0.339395,-0.492083,-0.526859,0.22268,0.18463,-0.39438,-0.48758,0.00000,1.99937,1.99929,1.99952,0.77665,3.78946,5.38359,5.46589,0.00067,0.02654,0.01150,0.02218,0.77732,5.81537,7.39438,7.48758,24.8963,63.1972,68.2737,-12.7904,5.3657,79.1277,137.223,389.0231,,0.515389,-0.467223,-0.419803,0.25793,0.33868,-0.34751,-0.51878,0.00000,1.99936,1.99934,1.99952,0.74165,3.63424,5.33537,5.49536,0.00042,0.02771,0.01279,0.02390,0.74207,5.66132,7.34751,7.51878,253.99,251.41,234.54,223.95,217.8,202.28,195.59,189.11,185.6,178.54,0.0573,0.0043,0.0012,0.2453,0.0137,0.0083,0.0788,0.1542,0.041,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
c1ccc2c(c1)cncc2,17,0,1,2.6064,129.161,1217.656,1252.8577,-401.92506784,0.136112,0.14279,0.143734,0.104949,-401.792974,-401.786297,-401.785353,-401.824137,C9H7N,1.0,-0.22835,-0.05095,0.13965,0.0887,1.7058,974.125,1257.0337,-2.41539,-1.213767,-3.360115,-1.225093,-0.708564,-2.487466,-1.244987,-1.400002,-1e-05,-5.5e-05,-2.4e-05,-3.1e-05,0.4885147891755821,0.3667400881057269,0.328508495909377,0.5224984266834487,-0.134549,0.139661,0.136965,-0.188399,-0.049925,0.024403,0.019808,0.014554,-0.23522,0.23890,0.24076,-0.19660,1.99910,0.00000,0.00000,1.99905,4.22230,0.75997,0.75845,4.18451,0.01383,0.00113,0.00079,0.01304,6.23522,0.76110,0.75924,6.19660,69.7345,24.4383,24.6982,67.7399,163.7515,5.9657,5.1718,155.3235,-0.009383,,,-0.107926,-0.23311,0.23000,0.23628,-0.27728,1.99910,0.00000,0.00000,1.99904,4.21987,0.76905,0.76295,4.26403,0.01414,0.00094,0.00077,0.01422,6.23311,0.77000,0.76372,6.27728,287.33,282.78,263.24,241.73,212.25,200.27,196.96,191.6,190.3,183.43,0.0011,0.0551,0.0125,0.0014,0.0484,0.9332,0.1768,0.0008,0.083,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,H,H,C
c1ccc2c(c1)ocn2,14,0,1,1.3412,119.1226,953.807,947.807,-399.721484506,0.10616,0.111929,0.112873,0.076138,-399.617072,-399.611303,-399.610359,-399.647095,C7H5NO,1.0,-0.24135,-0.02809,0.13472,0.10663,1.8803,1058.129,952.4143,-3.361022,-2.285751,-1.607432,-1.567932,-0.045575,0.067671,1.164036,-1.09938,0.000222,0.000273,-0.000178,-0.000116,0.2889395846444305,0.42448080553807427,0.4556324732536186,0.460667086217747,0.178443,0.257972,-0.462693,-0.465150,0.076113,0.451716,-0.433704,-0.533963,0.22370,0.36051,-0.47743,-0.46903,0.00000,1.99936,1.99946,1.99976,0.77577,3.60811,5.45604,6.45830,0.00053,0.03201,0.02193,0.01098,0.77630,5.63949,7.47743,8.46903,24.6273,45.7853,6.1477,62.3319,4.392,72.3068,344.092,216.711,,0.390962,-0.463759,-0.459120,0.21991,0.30687,-0.49051,-0.47041,0.00000,1.99937,1.99946,1.99976,0.77952,3.65878,5.46807,6.45869,0.00057,0.03498,0.02297,0.01197,0.78009,5.69313,7.49051,8.47041,240.14,224.37,207.93,194.19,185.15,175.37,173.46,170.61,162.32,159.03,0.0377,0.1317,0.0021,0.1652,0.1166,0.0001,0.419,0.2057,0.0078,0.0563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,O
c1ccc2c(c1)scn2,14,0,1,1.3893,135.1832,1173.27,1173.6834,-722.696818279,0.102804,0.109105,0.110049,0.071882,-722.596824,-722.590523,-722.589578,-722.627746,C7H5NS,1.0,-0.23746,-0.03677,0.137115,0.100345,2.2208,1329.706,1182.5244,-3.135174,-2.110115,-1.081355,-1.795704,1.151691,0.796744,1.575782,-0.943583,4.6e-05,6.8e-05,-1.3e-05,-3.9e-05,0.3077407174323474,0.4616110761485211,0.4770295783511643,0.4671176840780365,0.184999,-0.117860,-0.408496,0.218927,0.049394,0.340199,-0.476947,-0.164398,0.24425,-0.12638,-0.43668,0.38407,0.00000,1.99935,1.99939,9.99910,0.75474,4.10146,5.41441,5.57843,0.00101,0.02557,0.02288,0.03840,0.75575,6.12638,7.43668,15.61593,23.8997,41.688,-59.7078,295.5606,5.9196,102.9579,416.02,231.3654,,-0.017057,-0.413630,0.250254,0.23605,-0.22903,-0.44831,0.43233,0.00000,1.99935,1.99939,9.99903,0.76304,4.20221,5.42481,5.52187,0.00091,0.02747,0.02410,0.04678,0.76395,6.22903,7.44831,15.56767,259.58,238.66,235.22,222.63,212.78,212.03,204.3,193.53,190.4,180.52,0.0295,0.0921,0.0007,0.0002,0.0,0.1046,0.241,0.0001,0.0919,0.0872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,S
