,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,Y_0,Y_1,Y_2,Y_3,Z_0,Z_1,Z_2,Z_3,VBur_0,VBur_1,VBur_2,VBur_3,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3
c1ccc2n(c1)cnc2,15,0,1,3.5107,118.1378,983.428,962.3192,-379.840956405,0.118072,0.124075,0.125019,0.087891,-379.725074,-379.719071,-379.718127,-379.755255,C7H6N2,1.0,-0.19578,-0.03459,0.11518500000000001,0.080595,0.5749,997.89,968.1269,1.892994,1.603338,0.289272,2.421982,-2.09193,-1.050107,-0.659898,-0.012542,-2.9e-05,4.4e-05,9e-05,-0.000322,0.3247325361862807,0.47026431718061673,0.6275959723096287,0.4325833857772184,0.156199,0.174278,-0.475909,-0.425748,0.061159,0.102674,-0.177718,-0.306585,0.22100,0.15425,-0.36340,-0.46285,0.00000,1.99938,1.99929,1.99952,0.77841,3.81979,5.35328,5.44119,0.00060,0.02658,0.01083,0.02214,0.77900,5.84575,7.36340,7.46285,24.4705,70.95,60.764,-23.527,4.861,70.8014,202.5902,416.5086,,0.429590,-0.458639,-0.432178,0.23525,0.28317,-0.34879,-0.51412,0.00000,1.99937,1.99930,1.99952,0.76424,3.69053,5.33770,5.49133,0.00051,0.02693,0.01179,0.02327,0.76475,5.71683,7.34879,7.51412,330.15,251.24,229.42,199.37,198.16,191.2,183.25,177.23,170.02,165.93,0.0434,0.0556,0.0008,0.6162,0.0015,0.0025,0.0,0.0717,0.3254,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
c1ncco1,8,0,1,1.5331,69.0628,660.449,271.1849,-246.068854742,0.058756,0.062304,0.063248,0.032587,-246.011116,-246.007568,-246.006624,-246.037285,C3H3NO,1.0,-0.25181,-0.00033,0.12607,0.12574,1.0696,614.9,269.5205,-2.172984,-1.099977,-0.417265,-0.354433,-0.080181,0.045307,1.144562,-1.088844,0.000108,0.00014,-5.2e-05,-0.000146,0.28760226557583385,0.42180616740088106,0.4298300818124607,0.43179672750157333,0.176293,0.251350,-0.401826,-0.382416,0.079364,0.347697,-0.387688,-0.421310,0.22043,0.33364,-0.49183,-0.46195,0.00000,1.99941,1.99951,1.99978,0.77904,3.63461,5.46981,6.45108,0.00053,0.03235,0.02252,0.01108,0.77957,5.66636,7.49183,8.46195,24.7337,47.7992,-2.5571,30.784,3.5843,80.2752,373.0684,285.2243,,0.366909,-0.273288,-0.389873,0.21752,0.11608,-0.09316,-0.45136,0.00000,1.99934,1.99877,1.99979,0.78218,3.84638,5.08255,6.43852,0.00030,0.03821,0.01184,0.01304,0.78248,5.88392,7.09316,8.45136,192.9,189.22,165.75,156.46,138.52,138.39,135.83,134.08,130.37,128.63,0.0026,0.1209,0.0217,0.0105,0.0001,0.2872,0.0008,0.0025,0.0,0.0456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,O
Br[Mg]c1cc2ccccc2c2c1cccc2,25,0,1,3.793,281.4341,1951.734,7282.06,-3310.78715873,0.184823,0.197955,0.198899,0.142244,-3310.622272,-3310.609139,-3310.608195,-3310.664851,C14H9BrMg,1.0,-0.21335,-0.0445,0.128925,0.084425,16.0364,2219.62,6949.3138,2.270229,0.197926,-0.562249,-0.495622,-0.378489,-0.280684,-1.421661,0.994683,3.4e-05,6e-05,5.9e-05,3.4e-05,0.4764002517306482,0.6213027061044682,0.5552234109502832,0.6762114537444934,0.443753,-0.061968,-0.295886,0.090237,1.125114,-0.306296,-0.019654,-0.079758,1.24247,-0.55354,-0.21704,-0.05379,9.99792,1.99911,1.99903,1.99900,0.74403,4.52579,4.20266,4.03875,0.01558,0.02864,0.01535,0.01604,10.75753,6.55354,6.21704,6.05379,514.0059,45.2072,52.3841,55.754,286.1648,156.9203,132.2662,198.7899,-0.139457,0.004030,-0.084672,0.059791,0.58585,-0.38781,-0.12490,-0.07520,9.99824,1.99924,1.99908,1.99903,1.38710,4.35698,4.11047,4.06105,0.02881,0.03159,0.01535,0.01513,11.41415,6.38781,6.12490,6.07520,317.61,311.66,298.97,283.91,268.26,263.41,260.66,247.03,246.23,242.13,0.0036,0.0,0.119,0.0,0.053,0.1068,0.0005,0.0047,0.2484,0.4998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
Br[Mg]c1ccc(cc1)N(c1ccccc1)c1ccccc1,35,0,1,5.0908,348.5243,2594.715,11871.4231,-3520.9230661,0.2692,0.287643,0.288587,0.218023,-3520.696447,-3520.678004,-3520.67706,-3520.747624,C18H14BrMgN,1.0,-0.18443,-0.0435,0.11396500000000001,0.070465,24.644,2385.464,13307.5519,4.222607,2.154712,1.402923,1.402906,-0.000679,-0.001138,-0.924905,0.922961,-0.000102,-5.4e-05,0.757642,-0.757382,0.446821900566394,0.5830711139081183,0.5195091252359975,0.5195091252359975,0.427996,-0.020057,-0.204554,-0.204521,1.165551,-0.477204,0.081713,0.081662,1.24507,-0.61687,-0.22720,-0.22719,9.99786,1.99915,1.99909,1.99909,0.74108,4.58826,4.21247,4.21247,0.01598,0.02947,0.01563,0.01563,10.75493,6.61687,6.22720,6.22719,516.6977,58.3282,54.3809,54.3767,277.4525,183.4251,159.6292,159.6255,-0.162903,0.028918,-0.058524,-0.058437,0.59184,-0.46423,-0.23423,-0.23420,9.99813,1.99926,1.99912,1.99912,1.37918,4.43152,4.21942,4.21939,0.03085,0.03344,0.01569,0.01569,11.40816,6.46423,6.23423,6.23420,374.32,333.36,314.69,300.98,299.65,276.62,275.09,265.27,260.03,248.22,0.0021,0.4178,0.0132,0.2327,0.0046,0.0086,0.0224,0.0734,0.0004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
Br[Mg]c1ccc2c(c1)cccc2,19,0,1,3.4759,231.3743,1640.452,5891.647,-3157.14287921,0.137989,0.148428,0.149372,0.098919,-3157.022283,-3157.011844,-3157.0109,-3157.061353,C10H7BrMg,1.0,-0.21425,-0.04579,0.13002,0.08423,17.4739,1421.725,5514.2336,-2.03239,0.020207,0.628685,0.878437,0.124278,0.412236,1.708563,-0.681557,0.000151,0.000306,0.000163,0.000269,0.44532724984266836,0.5850377595972309,0.5149465072372561,0.5551447451227187,0.442130,-0.024389,-0.202271,-0.264130,1.133974,-0.340576,-0.059216,-0.016130,1.25155,-0.59440,-0.23602,-0.21239,9.99791,1.99915,1.99909,1.99905,0.73487,4.56551,4.22126,4.19896,0.01566,0.02975,0.01567,0.01439,10.74845,6.59440,6.23602,6.21239,518.0668,53.0221,59.1254,53.3883,278.8136,189.3066,155.593,141.3787,-0.131037,0.013548,-0.010642,-0.046805,0.60049,-0.48267,-0.19538,-0.08878,9.99823,1.99928,1.99914,1.99908,1.37198,4.44927,4.18079,4.07573,0.02931,0.03412,0.01545,0.01396,11.39951,6.48267,6.19538,6.08878,317.3,295.07,279.92,268.68,260.52,245.38,241.64,232.31,228.15,227.9,0.0028,0.0334,0.0198,0.0056,0.0001,0.0044,0.2849,0.9087,0.0399,0.0409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
Br[Mg]c1cccc2c1cccc2,19,0,1,3.6353,231.3743,1736.674,4746.5634,-3157.14371852,0.137857,0.148277,0.149222,0.098987,-3157.023367,-3157.012946,-3157.012002,-3157.062237,C10H7BrMg,1.0,-0.21588,-0.04302,0.12945,0.08642999999999999,14.9249,1872.884,4449.8724,-1.524584,0.477783,0.872402,1.509037,0.338476,0.883955,2.215284,-0.116508,0.000119,0.000227,0.000181,0.00013,0.47506293266205163,0.6198080553807426,0.5188797986154814,0.6744021397105098,0.439671,-0.075660,-0.222262,0.086866,1.092510,-0.286678,-0.047464,-0.072637,1.23995,-0.55505,-0.24277,-0.05720,9.99794,1.99911,1.99907,1.99899,0.74636,4.52757,4.22771,4.04232,0.01575,0.02837,0.01599,0.01589,10.76005,6.55505,6.24277,6.05720,513.3649,44.7007,55.9124,53.829,285.7164,167.9202,159.1177,206.2573,-0.138684,-0.005950,-0.022609,0.057013,0.58761,-0.36831,-0.19896,-0.10068,9.99828,1.99924,1.99913,1.99903,1.38503,4.33778,4.18378,4.08664,0.02908,0.03129,0.01605,0.01501,11.41239,6.36831,6.19896,6.10068,311.48,288.93,277.34,260.09,258.76,257.59,245.99,228.08,226.67,225.69,0.0033,0.1309,0.0013,0.0002,0.0048,0.0004,0.0054,0.0778,0.3548,0.0343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
CC(=O)c1ccc(cc1)B1OCC(CO1)(C)C,34,0,1,3.4556,232.0855,2249.783,6349.7132,-756.225257533,0.284582,0.301089,0.302033,0.239931,-755.98145,-755.964943,-755.963998,-756.0261,C13H17BO3,1.0,-0.24093,-0.0559,0.148415,0.092515,1.8208,1866.841,6374.9035,1.148451,-0.414367,-1.151316,-1.124377,-0.009588,-0.029196,1.166535,-1.243511,-0.292272,-0.182062,-0.139516,-0.126362,0.6621302706104468,0.6527690371302706,0.5482221522970422,0.5482221522970422,0.441724,0.071883,-0.201312,-0.198238,1.392517,-0.302164,-0.046921,-0.029223,1.13525,-0.38122,-0.19149,-0.19110,1.99903,1.99894,1.99910,1.99910,1.83830,4.36556,4.17859,4.17865,0.02741,0.01672,0.01379,0.01335,3.86475,6.38122,6.19149,6.19110,86.3671,59.4334,61.4607,61.0659,15.2574,199.6368,175.7903,177.5547,0.411750,0.057934,-0.066577,-0.064363,1.11241,-0.43184,-0.18696,-0.18755,1.99903,1.99894,1.99910,1.99910,1.86104,4.41561,4.17384,4.17480,0.02751,0.01729,0.01402,0.01365,3.88759,6.43184,6.18696,6.18755,340.73,272.59,249.56,215.99,214.66,213.65,205.72,199.82,197.19,193.84,0.0,0.0239,0.5144,0.0009,0.0,0.0064,0.0012,0.0009,0.0539,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
CC(C[Al](C=C(C)C)CC(C)C)C,38,0,1,1.5121,196.311,2434.898,4369.8787,-714.747394968,0.342119,0.361515,0.362459,0.292493,-714.435042,-714.415646,-714.414702,-714.484667,C12H25Al,1.0,-0.23609,-0.03288,0.134485,0.101605,4.9627,2340.032,4461.2349,-0.086855,-2.008458,-2.981885,-2.746986,-0.075965,0.040715,-0.899257,-2.362232,-0.321937,0.030046,0.036996,-0.258731,0.6685808684707363,0.5701699181875394,0.6014002517306483,0.44697923222152297,0.570810,-0.372511,0.201810,-0.517244,1.332041,-0.668942,0.313504,0.022977,1.79065,-0.86781,0.04484,-0.69489,9.99755,1.99896,1.99900,1.99935,1.19317,4.84709,3.94048,4.68843,0.01863,0.02176,0.01568,0.00711,11.20935,6.86781,5.95516,6.69489,338.098,63.851,33.3801,163.4244,89.1495,134.771,187.5391,35.3129,0.183323,-0.230383,0.168962,-0.099559,1.20047,-0.87934,-0.04748,-0.67660,9.99589,1.99894,1.99895,1.99937,1.78404,4.85872,4.03042,4.67042,0.01960,0.02169,0.01810,0.00682,11.79953,6.87934,6.04748,6.67660,271.89,257.07,236.12,188.41,184.74,182.6,182.4,180.14,178.73,178.25,0.0044,0.0002,0.2829,0.0824,0.0559,0.0038,0.0031,0.0334,0.0243,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al,C,C,C
CC(C[Al](c1ccc(c(c1)C)C)CC(C)C)C,44,0,1,1.4745,246.3708,2255.976,6545.3994,-868.406021265,0.389757,0.411787,0.412731,0.335473,-868.044913,-868.022882,-868.021938,-868.099197,C16H27Al,1.0,-0.22955,-0.03324,0.131395,0.098155,5.7822,3213.057,6879.8832,0.986945,-0.940209,-1.453836,-1.889613,-0.094805,-0.471739,-1.640544,0.416209,-0.038552,-0.112314,-0.707395,0.436734,0.6821900566393958,0.6356198867212083,0.5364222781623663,0.5896003775959723,0.527869,-0.035342,-0.177351,-0.239727,1.409053,-0.547763,0.026573,0.002261,1.83292,-0.64824,-0.20970,-0.20214,9.99759,1.99906,1.99908,1.99904,1.14969,4.61741,4.19509,4.18869,0.01980,0.03178,0.01553,0.01440,11.16708,6.64824,6.20970,6.20214,331.6796,54.688,58.8923,55.7397,70.8681,208.4393,169.137,145.829,0.181832,0.025672,-0.105652,-0.177723,1.26253,-0.64563,-0.23740,-0.23244,9.99588,1.99904,1.99905,1.99901,1.72319,4.61615,4.22164,4.21823,0.01840,0.03044,0.01671,0.01520,11.73747,6.64563,6.23740,6.23244,267.1,262.68,255.15,248.77,211.67,205.12,199.99,197.35,191.6,191.08,0.0043,0.0235,0.0012,0.2864,0.0255,0.0003,0.0,0.0677,0.0044,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al,C,C,C
CC(C[Al](c1ccc(cc1)C(F)(F)F)CC(C)C)C,41,0,1,3.3702,286.3155,2427.23,8240.4077,-1126.80394128,0.338996,0.361336,0.36228,0.28291,-1126.497737,-1126.475397,-1126.474452,-1126.553823,C15H22AlF3,1.0,-0.2506,-0.05332,0.15195999999999998,0.09863999999999999,11.28,2256.298,9084.924,-1.662632,0.314018,1.034606,1.075819,-0.090227,-0.124587,-1.193171,0.920704,0.014181,-0.009182,-0.582932,0.554768,0.6832127123977344,0.6367998741346759,0.5379955947136564,0.5497168030207678,0.547256,-0.039175,-0.181632,-0.180837,1.405996,-0.486777,0.002068,-0.003544,1.84140,-0.62392,-0.20642,-0.20737,9.99762,1.99907,1.99910,1.99910,1.14131,4.59312,4.19181,4.19277,0.01967,0.03174,0.01551,0.01550,11.15860,6.62392,6.20642,6.20737,330.7316,48.4604,57.103,57.3347,69.577,222.9292,176.0645,173.6976,0.258157,-0.000458,-0.106813,-0.109631,1.36210,-0.67413,-0.23704,-0.24077,9.99588,1.99903,1.99906,1.99906,1.62299,4.64445,4.22107,4.22497,0.01903,0.03065,0.01690,0.01674,11.63790,6.67413,6.23704,6.24077,278.71,261.33,252.96,233.43,211.04,210.57,202.35,201.89,196.63,190.83,0.0008,0.0001,0.0115,0.3174,0.0002,0.0001,0.002,0.0135,0.0064,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al,C,C,C
CC(C[Al](c1ccccc1C)CC(C)C)C,41,0,1,0.9156,232.344,2443.022,5579.0638,-829.097999022,0.362138,0.382406,0.38335,0.310623,-828.750406,-828.730138,-828.729194,-828.801921,C15H25Al,1.0,-0.23299,-0.03888,0.135935,0.097055,4.9277,1954.417,5569.1506,-0.211969,1.763859,2.307216,2.680505,0.032855,0.130746,1.430362,-0.950556,-0.015179,-0.03701,-0.130284,0.060827,0.7005191944619258,0.6607142857142857,0.5524701069855255,0.6421491504090623,0.551644,-0.101605,-0.170857,0.121838,1.351837,-0.517375,0.001295,0.114616,1.83902,-0.63806,-0.20794,-0.01185,9.99764,1.99898,1.99910,1.99900,1.14298,4.60813,4.19376,3.99621,0.02036,0.03096,0.01509,0.01664,11.16098,6.63806,6.20794,6.01185,331.5689,51.778,56.2097,49.501,89.472,201.0298,174.0407,184.3413,0.202772,-0.040672,-0.085742,0.121080,1.26854,-0.61529,-0.23481,-0.01877,9.99622,1.99897,1.99907,1.99897,1.71670,4.58662,4.21979,4.00226,0.01855,0.02970,0.01595,0.01754,11.73146,6.61529,6.23481,6.01877,275.89,267.27,259.93,246.65,209.44,205.2,200.44,195.61,191.18,190.91,0.0232,0.0172,0.0026,0.1686,0.0693,0.0008,0.0013,0.0273,0.0087,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al,C,C,C
CC1(C)COB(OC1)c1ccc(cc1)C(C)(C)C,41,0,1,1.7596,246.1555,2188.564,7453.9436,-760.835131827,0.360013,0.378519,0.379464,0.313527,-760.513683,-760.495177,-760.494232,-760.560169,C15H23BO2,1.0,-0.22699,-0.0117,0.11934499999999999,0.107645,0.7897,2213.434,7500.8711,1.543921,-0.013648,-0.738886,-0.75203,0.008632,0.016657,1.216269,-1.179389,-0.301847,-0.198558,-0.147537,-0.155032,0.6609502831969792,0.6525330396475771,0.5487728130899937,0.5486941472624292,0.428552,0.072511,-0.200640,-0.199532,1.418516,-0.413163,0.052694,0.052953,1.13507,-0.41558,-0.17733,-0.18040,1.99902,1.99893,1.99910,1.99910,1.83861,4.39995,4.16460,4.16755,0.02731,0.01670,0.01363,0.01376,3.86493,6.41558,6.17733,6.18040,86.117,67.1961,60.9724,61.4975,15.3417,189.733,175.2728,174.7744,0.375246,0.090453,-0.052026,-0.048629,1.03533,-0.39997,-0.15148,-0.15056,1.99904,1.99899,1.99914,1.99913,1.93782,4.38195,4.13533,4.13427,0.02781,0.01903,0.01702,0.01716,3.96467,6.39997,6.15148,6.15056,242.47,224.71,191.2,189.47,185.58,184.4,182.32,178.82,169.38,168.31,0.0043,0.4626,0.0022,0.1009,0.1515,0.0094,0.8479,0.0007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
CC1(C)COB(OC1)c1ccc(cc1)F,29,0,1,2.0615,208.0388,1274.401,4364.0933,-702.814077266,0.238857,0.252616,0.25356,0.198072,-702.614515,-702.600756,-702.599812,-702.6553,C11H14BFO2,1.0,-0.23379,-0.01444,0.124115,0.109675,3.015,1494.126,4413.4617,-0.409727,1.146085,1.869618,1.869619,-1e-06,1e-06,1.204884,-1.204884,-0.276821,-0.142798,-0.082037,-0.082047,0.6620516047828823,0.6533983637507866,0.5489301447451227,0.5489301447451227,0.435398,0.067656,-0.197900,-0.197900,1.353490,-0.409046,0.079634,0.079633,1.13515,-0.42571,-0.17354,-0.17354,1.99902,1.99893,1.99911,1.99911,1.83840,4.41018,4.16123,4.16123,0.02743,0.01660,0.01321,0.01321,3.86485,6.42571,6.17354,6.17354,86.4649,69.4061,59.1241,59.1241,15.4661,188.0483,177.5847,177.5848,0.401246,0.088221,-0.054709,-0.054709,1.05902,-0.36981,-0.17914,-0.17914,1.99904,1.99899,1.99915,1.99915,1.91428,4.35220,4.16288,4.16287,0.02766,0.01863,0.01711,0.01711,3.94098,6.36981,6.17914,6.17914,236.86,218.62,189.75,188.1,183.79,179.98,173.85,172.27,171.08,168.73,0.0002,0.3073,0.0042,0.0947,0.1931,0.711,0.0006,0.0043,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
CC1(C)COB(OC1)c1ccc(cc1)[Si](C)(C)C,41,0,1,1.6646,262.23,2546.587,8574.811,-1012.25295464,0.348891,0.369868,0.370813,0.298441,-1011.945361,-1011.924383,-1011.923439,-1011.995811,C14H23BO2Si,1.0,-0.23261,-0.02042,0.12651500000000002,0.10609500000000001,1.2616,2576.198,8729.6943,1.913709,0.353375,-0.369887,-0.377742,0.006384,0.011211,1.214426,-1.1894,-0.305304,-0.209631,-0.164485,-0.16937,0.6606356198867213,0.6531623662680931,0.5484581497797357,0.5477501573316551,0.434504,0.062320,-0.186237,-0.189576,1.419587,-0.376356,0.016397,0.011965,1.13552,-0.40239,-0.18680,-0.18770,1.99902,1.99893,1.99909,1.99909,1.83815,4.38656,4.17413,4.17500,0.02731,0.01689,0.01358,0.01361,3.86448,6.40239,6.18680,6.18770,86.1091,64.0695,62.3712,62.5073,15.6933,193.9682,176.3913,176.1718,0.379058,0.074520,-0.028031,-0.029451,1.03636,-0.41246,-0.14378,-0.14052,1.99904,1.99899,1.99912,1.99913,1.93670,4.39425,4.12808,4.12483,0.02790,0.01922,0.01658,0.01656,3.96364,6.41246,6.14378,6.14052,247.27,228.19,208.51,195.89,192.33,187.89,186.86,185.05,184.74,180.85,0.0102,0.5458,0.0085,0.0001,0.0006,0.0062,0.1893,0.2956,0.0004,0.5946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
CC1(C)COB(OC1)c1ccc(cc1)c1ccccc1,39,0,1,1.8289,266.1459,2164.564,9583.9332,-834.633075691,0.328159,0.345743,0.346687,0.281732,-834.348216,-834.330633,-834.329689,-834.394643,C17H19BO2,1.0,-0.21602,-0.03119,0.12360499999999999,0.092415,0.6602,2705.705,9570.6289,2.090928,0.531301,-0.198154,-0.197444,0.08445,0.058801,1.200388,-1.105639,-0.293647,-0.209853,0.165733,-0.508714,0.6639395846444305,0.6540276903713027,0.5485368156073002,0.5487728130899937,0.432288,0.072281,-0.202188,-0.202143,1.487487,-0.446667,0.052244,0.052256,1.13456,-0.40879,-0.18162,-0.18165,1.99902,1.99893,1.99910,1.99910,1.83907,4.39316,4.16896,4.16900,0.02735,0.01669,0.01355,0.01355,3.86544,6.40879,6.18162,6.18165,85.9386,65.825,60.662,60.6823,15.3938,191.3019,176.6874,176.6647,0.376417,0.083817,-0.068284,-0.068283,1.04233,-0.36602,-0.20270,-0.20274,1.99903,1.99894,1.99911,1.99911,1.93084,4.34861,4.18853,4.18857,0.02779,0.01847,0.01506,0.01505,3.95767,6.36602,6.20270,6.20274,264.87,256.77,249.85,221.66,218.67,212.0,207.81,205.08,200.23,197.54,0.7839,0.0055,0.0013,0.0225,0.0135,0.0741,0.0061,0.0228,0.0012,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
CC1(C)COB(OC1)c1ccc2c(c1)OCO2,32,0,1,1.9369,234.0581,1762.972,5632.7323,-792.104884721,0.262705,0.277893,0.278837,0.219695,-791.885664,-791.870477,-791.869532,-791.928675,C12H15BO4,1.0,-0.19881,-0.00889,0.10385,0.09495999999999999,1.9367,1859.573,5677.5132,-0.978233,0.568513,1.146203,1.407,0.150628,0.313113,1.588875,-0.830442,-0.290348,-0.169792,-0.061991,-0.167752,0.6636249213341724,0.6565449968533669,0.5510541220893643,0.5615953429830082,0.440434,0.049589,-0.211847,-0.252871,1.409852,-0.426279,0.005894,0.022757,1.13508,-0.41860,-0.19280,-0.23699,1.99900,1.99894,1.99912,1.99900,1.83855,4.40313,4.18061,4.22441,0.02737,0.01653,0.01306,0.01359,3.86492,6.41860,6.19280,6.23699,86.5088,70.6739,65.8892,81.3997,15.5907,178.4466,168.4995,145.2111,0.366693,0.057921,-0.042931,-0.108869,1.00966,-0.40380,-0.12760,-0.27523,1.99901,1.99897,1.99913,1.99902,1.96353,4.38561,4.11375,4.25813,0.02781,0.01921,0.01473,0.01808,3.99034,6.40380,6.12760,6.27523,264.97,242.36,203.78,188.29,185.85,184.04,180.79,173.3,172.35,170.82,0.1557,0.0635,0.5099,0.0016,0.3493,0.0599,0.0123,0.1488,0.0345,0.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
CC1(C)COB(OC1)c1ccc2c(c1)cccc2,35,0,1,1.7329,240.1081,2144.735,6348.6502,-757.222298232,0.293967,0.309463,0.310407,0.250906,-756.968894,-756.953398,-756.952454,-757.011955,C15H17BO2,1.0,-0.20536,-0.03484,0.1201,0.08525999999999999,0.6486,1966.007,6413.2748,-1.200785,0.344277,0.90523,1.207374,0.164332,0.367809,1.6766,-0.716483,-0.294597,-0.175846,-0.080444,-0.159046,0.6632315921963499,0.6537130270610447,0.5474354940213971,0.584565764631844,0.437450,0.066748,-0.199795,-0.277788,1.444021,-0.397426,0.005430,0.056916,1.13613,-0.40727,-0.19247,-0.15365,1.99902,1.99894,1.99910,1.99906,1.83750,4.39144,4.17980,4.14188,0.02735,0.01690,0.01357,0.01270,3.86387,6.40727,6.19247,6.15365,85.8675,66.8026,64.7568,59.0614,14.7588,187.2085,172.2741,159.3266,0.384600,0.066590,-0.018264,-0.147296,1.06011,-0.44758,-0.10517,-0.15769,1.99903,1.99896,1.99912,1.99907,1.91295,4.42989,4.09183,4.14363,0.02792,0.01874,0.01422,0.01500,3.93989,6.44758,6.10517,6.15769,295.73,279.58,223.25,216.85,210.27,203.04,201.18,200.3,195.24,189.89,0.0384,0.023,1.083,0.2681,0.2207,0.0057,0.05,0.0787,0.0008,0.0584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
