react,fragC,fragO,product
COCOc1ccc(Cc2ccccc2)cc1,*c1ccc(Cc2ccccc2)cc1,*OCOC,Cc3ccc(c2ccc(Cc1ccccc1)cc2)cc3
COc1ccc(-c2ccc(C)cc2)cc1,*c1ccc(-c2ccc(C)cc2)cc1,*OC,Cc3ccc(c2ccc(c1ccc(C)cc1)cc2)cc3
COCOc1cccc(C(F)(F)F)c1,*c1cccc(C(F)(F)F)c1,*OCOC,Cc2ccc(c1cccc(C(F)(F)F)c1)cc2
COCCc1ccc(OCOC)cc1,*OCOC,*c1ccc(CCOC)cc1,COCCc2ccc(c1ccc(C)cc1)cc2
CCCCOc1cccc2ccccc12,*c1cccc2ccccc12,*OCCCC,Cc3ccc(c1cccc2ccccc12)cc3
CC(C)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(C)C,Cc3ccc(c1cccc2ccccc12)cc3
COCOc1cccc2ccccc12,*c1cccc2ccccc12,*OCOC,Cc3ccc(c1cccc2ccccc12)cc3
C[Si](C)(C)Oc1cccc2ccccc12,*c1cccc2ccccc12,*O[Si](C)(C)C,Cc3ccc(c1cccc2ccccc12)cc3
CN(C)C(=O)Oc1ccccc1-c1ccccc1,*c1ccccc1-c1ccccc1,*OC(=O)N(C)C,C[Si](C)(C)Cc1ccccc1c2ccccc2
CCN(CC)C(=O)Oc1cccc(OCOC)c1,*OC(=O)N(CC)CC,*c1cccc(OCOC)c1,COCOc2cccc(c1ccccc1)c2
CCN(CC)C(=O)Oc1cccc(NC(=O)OC(C)(C)C)c1,*c1cccc(NC(=O)OC(C)(C)C)c1,*OC(=O)N(CC)CC,CC(C)(C)OC(=O)Nc2cccc(c1ccccc1)c2
COc1ccc(C(=O)NC(C)(C)C)cc1,*c1ccc(C(=O)NC(C)(C)C)cc1,*OC,Cc2ccc(c1ccc(C(=O)NC(C)(C)C)cc1)cc2
COc1ccc(N2CCOCC2)c2ccccc12,*c1ccc(N2CCOCC2)c2ccccc12,*OC,Cc4ccc(c2ccc(N1CCOCC1)c3ccccc23)cc4
COc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,*c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,*OC,Cc4ccc(c3ccc(c2ccc(c1ccccc1)cc2)cc3)cc4
COc1cccc2cccnc12,*c1cccc2cccnc12,*OC,Cc3ccc(c1cccc2cccnc12)cc3
COc1ccc(-c2ccccn2)cc1,*c1ccc(-c2ccccn2)cc1,*OC,Cc3ccc(c2ccc(c1ccccn1)cc2)cc3
COc1ccc2c3ccccc3n(C)c2c1,*c1ccc2c3ccccc3n(C)c2c1,*OC,Cc4ccc(c3ccc2c1ccccc1n(C)c2c3)cc4
CCCC1CN2CCC1CC2[C@@H](OCOC)c1ccnc2ccc(OC)cc12,*OC,*c1ccc2nccc([C@H](OCOC)C3CC4CCN3CC4CCC)c2c1,CCCC1CN2CCC1CC2[C@@H](OCOC)c4ccnc5ccc(c3ccc(C)cc3)cc45
CCCCCCc1ccc2cc(OC)ccc2c1,*OC,*c1ccc2cc(CCCCCC)ccc2c1,CCCCCCc4ccc3cc(c2ccc1cc(CCCCCC)ccc1c2)ccc3c4
COc1ccc2ccc(N3CCCCC3)cc2c1,*c1ccc2ccc(N3CCCCC3)cc2c1,*OC,c3cc2ccc(N1CCCCC1)cc2cc3c6ccc5ccc(N4CCCCC4)cc5c6
COc1ccc2ccc3cccc4ccc1c2c34,*c1ccc2ccc3cccc4ccc1c2c34,*OC,c5cc6ccc7ccc(c1ccc2ccc3cccc4ccc1c2c34)c8ccc(c5)c6c78
COc1ccc2cc([C@H](C)C(=O)OC(C)C)ccc2c1,*c1ccc2cc([C@H](C)C(=O)OC(C)C)ccc2c1,*OC,CC(C)OC(=O)[C@H](C)c4ccc3cc(c2ccc1cc([C@H](C)C(=O)OC(C)C)ccc1c2)ccc3c4
CCN(CC)C(=O)Oc1ccc2cc(C(=O)OC(C)C)ccc2c1,*c1ccc2cc(C(=O)OC(C)C)ccc2c1,*OC(=O)N(CC)CC,CC(C)OC(=O)c3ccc2cc(c1ccccc1)ccc2c3
CCOC(=O)c1ccccc1OC(=O)N(CC)CC,*OC(=O)N(CC)CC,*c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1c2ccccc2
CCN(CC)C(=O)Oc1ccc(C(=O)N(C(C)C)C(C)C)cc1,*c1ccc(C(=O)N(C(C)C)C(C)C)cc1,*OC(=O)N(CC)CC,CC(C)N(C(=O)c2ccc(c1ccccc1)cc2)C(C)C
COc1ccc(-c2ccc3cc(OC)ccc3c2)cc1,*c1ccc(-c2ccc3cc(*)ccc3c2)cc1,*OC,COc3ccc(c2ccc1cc(C)ccc1c2)cc3
COc1ccc2cc(O)ccc2c1,*c1ccc2cc(O)ccc2c1,*OC,Cc2ccc1cc(O)ccc1c2
CCc1ccc2cc(OC)ccc2c1,*OC,*c1ccc2cc(CC)ccc2c1,CCc2ccc1cc(C)ccc1c2
COCc1ccc2cc(OC)ccc2c1,*OC,*c1ccc2cc(COC)ccc2c1,CCc2ccc1cc(C)ccc1c2
CC(=O)c1ccc(-c2ccc(OC(=O)C(C)(C)C)cc2)cc1,*OC(=O)C(C)(C)C,*c1ccc(-c2ccc(C(C)=O)cc2)cc1,COc2ccc(c1ccc(C(C)=O)cc1)cc2
COCOc1ccc2ccc(OC(=O)C(C)(C)C)cc2c1,*OC(=O)C(C)(C)C,*c1ccc2ccc(OCOC)cc2c1,COCOc3ccc2ccc(c1ccccc1)cc2c3
CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,*c1ccc(C(=O)c2ccccc2)cc1,*OC(=O)C(C)(C)C,O=C(c1ccccc1)c3ccc(c2ccccc2)cc3
COc1ccc(Oc2nnnn2-c2ccccc2)cc1,*c1nnnn1-c1ccccc1,*Oc1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2
COC(=O)c1ccc(OC)cc1,*OC,*c1ccc(C(=O)OC)cc1,COC(=O)c2ccc(N1CCOCC1)cc2
CCOC(=O)c1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,*OC(=O)C(C)(C)C,*c1ccc2cc(C(=O)OCC)ccc2c1,CCOC(=O)c3ccc2cc(c1ccccc1)ccc2c3
CC(=O)c1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,*OC(=O)C(C)(C)C,*c1ccc2cc(C(C)=O)ccc2c1,CC(=O)c3ccc2cc(c1ccccc1)ccc2c3
COc1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,*OC(=O)C(C)(C)C,*c1ccc2cc(OC)ccc2c1,COc3ccc2cc(c1ccccc1)ccc2c3
CC(=O)Oc1ccc(C(C)=O)cc1,*c1ccc(C(C)=O)cc1,*OC(C)=O,COc2ccc(c1ccc(C(C)=O)cc1)cc2
COC(=O)c1ccc(OC(C)=O)cc1,*OC(C)=O,*c1ccc(C(=O)OC)cc1,COC(=O)c2ccc(c1ccc(F)cc1)cc2
CC(=O)Oc1ccc2c(=O)cc(-c3ccccc3)oc2c1,*c1ccc2c(=O)cc(-c3ccccc3)oc2c1,*OC(C)=O,COc4ccc(c3ccc2c(=O)cc(c1ccccc1)oc2c3)cc4
CCN(CC)C(=O)Oc1ccc(C(=O)N(CC)CC)cc1,*c1ccc(C(=O)N(CC)CC)cc1,*OC(=O)N(CC)CC,CCN(CC)C(=O)c1ccc(C[Si](C)(C)C)cc1
Cc1cccc(OC(=O)C(C)(C)C)c1,*OC(=O)C(C)(C)C,*c1cccc(C)c1,Cc1cccc(P(=O)(OC(C)C)OC(C)C)c1
CCCCc1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(CCCC)cc1,CCCCc1ccc(P(=O)(OC(C)C)OC(C)C)cc1
CC(C)(C)C(=O)Nc1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(NC(=O)C(C)(C)C)cc1,CC(C)OP(=O)(OC(C)C)c1ccc(NC(=O)C(C)(C)C)cc1
CC(C)(C)C(=O)Oc1ccc(Cl)cc1,*c1ccc(Cl)cc1,*OC(=O)C(C)(C)C,CC(C)OP(=O)(OC(C)C)c1ccc(P(=O)(OC(C)C)OC(C)C)cc1
CC(C)(C)C(=O)Oc1ccc(C#N)cc1,*c1ccc(C#N)cc1,*OC(=O)C(C)(C)C,CC(C)OP(=O)(OC(C)C)c1ccc(C#N)cc1
CC(C)(C)C(=O)Oc1ccncc1,*c1ccncc1,*OC(=O)C(C)(C)C,CC(C)OP(=O)(OC(C)C)c1ccncc1
