,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,VBur_0,VBur_1,VBur_2,VBur_3,VBur_4,VBur_5,VBur_6,VBur_7,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,Mulliken_charge_4,Mulliken_charge_5,Mulliken_charge_6,Mulliken_charge_7,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,APT_charge_4,APT_charge_5,APT_charge_6,APT_charge_7,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_charge_4,NPA_charge_5,NPA_charge_6,NPA_charge_7,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_core_4,NPA_core_5,NPA_core_6,NPA_core_7,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_valence_4,NPA_valence_5,NPA_valence_6,NPA_valence_7,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_Rydberg_4,NPA_Rydberg_5,NPA_Rydberg_6,NPA_Rydberg_7,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NPA_total_4,NPA_total_5,NPA_total_6,NPA_total_7,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_shift_4,NMR_shift_5,NMR_shift_6,NMR_shift_7,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,NMR_anisotropy_4,NMR_anisotropy_5,NMR_anisotropy_6,NMR_anisotropy_7,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_Mulliken_charge_4,ES_root_Mulliken_charge_5,ES_root_Mulliken_charge_6,ES_root_Mulliken_charge_7,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_charge_4,ES_root_NPA_charge_5,ES_root_NPA_charge_6,ES_root_NPA_charge_7,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_core_4,ES_root_NPA_core_5,ES_root_NPA_core_6,ES_root_NPA_core_7,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_valence_4,ES_root_NPA_valence_5,ES_root_NPA_valence_6,ES_root_NPA_valence_7,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_Rydberg_4,ES_root_NPA_Rydberg_5,ES_root_NPA_Rydberg_6,ES_root_NPA_Rydberg_7,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_root_NPA_total_4,ES_root_NPA_total_5,ES_root_NPA_total_6,ES_root_NPA_total_7,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3,at_4,at_5,at_6,at_7
O=C(C(C)(C)C)Oc1ccc(cc1)C(=O)C(C)(C)C,41,0,1,2.6251,262.348,2288.485,8046.1842,-848.639300541,0.350399,0.370996,0.37194,0.299103,-848.297738,-848.277141,-848.276197,-848.349033,C16H22O3,1.0,-0.24216,-0.05486,0.14851,0.09365,2.0278,1950.414,8334.664,0.920087,2.303137,0.189953,0.267561,-1.202293,-1.887147,-1.118067,3.142857,0.429518,0.509259,-0.746096,1.644378,-0.693501,0.511414,1.679061,-0.473869,0.134282,0.243687,0.310272,-0.087931,0.247739,0.02038,-0.141548,-0.227363,0.6252359974826935,0.6271239773442416,0.5602580239144116,0.5160478288231592,0.6061202013845186,0.6862806796727502,0.547120830711139,0.6573316551290119,0.355892,-0.530970,-0.151674,-0.169523,-0.201232,0.080746,-0.165975,0.637373,0.730152,-1.189249,-0.194406,-0.168865,0.080688,-0.369563,0.051336,1.234680,0.31968,-0.54609,-0.27022,-0.26329,-0.19201,-0.15801,-0.17226,0.85072,1.99872,1.99969,1.99900,1.99901,1.99908,1.99895,1.99908,1.99927,3.66017,6.53537,4.25767,4.25061,4.18075,4.14364,4.15854,3.10140,0.02144,0.01103,0.01355,0.01367,0.01218,0.01543,0.01465,0.04861,5.68032,8.54609,6.27022,6.26329,6.19201,6.15801,6.17226,5.14928,41.9757,106.9109,75.5092,75.9242,65.5158,64.7783,62.0857,22.831,114.9052,178.4742,150.721,137.8428,161.7092,152.2822,180.7882,75.3509,0.324905,-0.533910,0.009404,-0.031852,-0.102745,0.109497,-0.056102,0.633092,0.26576,-0.54678,-0.26090,-0.25533,-0.23448,-0.15549,-0.22562,0.84387,1.99872,1.99969,1.99900,1.99902,1.99906,1.99888,1.99906,1.99928,3.71359,6.53602,4.24811,4.24236,4.22253,4.14126,4.21185,3.10811,0.02194,0.01107,0.01379,0.01395,0.01289,0.01535,0.01470,0.04875,5.73424,8.54678,6.26090,6.25533,6.23448,6.15549,6.22562,5.15613,337.9,259.06,253.61,237.25,228.37,211.49,209.61,208.24,204.06,194.93,0.0003,0.0166,0.4487,0.0009,0.0007,0.0012,0.0016,0.0073,0.0944,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc(cc1)C(C)(C)C,39,0,1,1.5382,234.3376,2216.166,6504.7689,-735.317694956,0.340686,0.359168,0.360112,0.293634,-734.981462,-734.962979,-734.962035,-735.028513,C15H22O2,1.0,-0.23023,-0.00692,0.118575,0.11165499999999999,1.6479,2363.911,6485.539,0.296757,1.671882,-0.312134,-0.472475,-1.703688,-2.510322,-1.857678,2.575545,0.24466,0.453258,-0.980492,1.36255,-1.076832,0.024832,1.246198,-0.393569,0.193625,0.325235,0.443952,-0.121704,0.367218,0.0512,-0.189081,-0.266144,0.6284612964128382,0.6275959723096287,0.5553807426054123,0.5180931403398363,0.5761485210824417,0.7289175582127124,0.5884203901825047,0.6590623033354311,0.346383,-0.537197,-0.139004,-0.165681,-0.213440,0.188731,-0.199330,0.634651,0.588231,-1.101652,-0.089606,-0.085901,-0.029814,0.003337,-0.043639,1.192070,0.29110,-0.55065,-0.25271,-0.25479,-0.22267,-0.03561,-0.21977,0.84747,1.99869,1.99969,1.99899,1.99900,1.99904,1.99900,1.99904,1.99928,3.68864,6.53996,4.24034,4.24188,4.21098,4.01841,4.20831,3.10434,0.02157,0.01100,0.01338,0.01391,0.01265,0.01820,0.01241,0.04891,5.70890,8.55065,6.25271,6.25479,6.22267,6.03561,6.21977,5.15253,47.1158,110.0426,73.5238,76.2831,70.9561,50.9612,68.3533,22.8413,107.2701,161.5823,150.0583,137.8004,156.6214,182.0719,161.3637,76.8448,0.344845,-0.516609,-0.000771,-0.027533,-0.080161,0.190778,-0.081430,0.616498,0.31238,-0.52235,-0.27881,-0.25329,-0.22051,0.00199,-0.24474,0.80888,1.99872,1.99969,1.99904,1.99904,1.99907,1.99903,1.99908,1.99928,3.66514,6.51139,4.26147,4.23543,4.20469,3.97893,4.22866,3.14301,0.02377,0.01126,0.01830,0.01882,0.01674,0.02004,0.01700,0.04883,5.68762,8.52235,6.27881,6.25329,6.22051,5.99801,6.24474,5.19112,235.5,226.31,223.39,199.77,196.43,190.05,183.75,177.61,174.03,168.37,0.0036,0.1533,0.0662,0.0011,0.0357,0.1445,0.0295,0.7499,0.1737,0.0971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc(cc1)C(F)(F)F,30,0,1,3.7493,246.2287,2010.877,6301.8855,-915.099827464,0.232444,0.249014,0.249958,0.1855,-914.872327,-914.855757,-914.854813,-914.919272,C12H13F3O2,1.0,-0.25686,-0.03254,0.1447,0.11215999999999998,3.9815,1573.729,6198.2228,0.256906,1.626884,-0.347456,-0.508725,-1.736436,-2.513235,-1.895505,2.539179,0.26121,0.472155,-0.973956,1.393101,-1.066422,0.05935,1.291443,-0.415203,0.174136,0.282795,0.415046,-0.107682,0.359386,0.074561,-0.156821,-0.246168,0.6272813089993706,0.6275173064820642,0.5567180616740088,0.5160478288231592,0.5505034612964128,0.6706261799874135,0.5494021397105098,0.6596129641283827,0.358143,-0.533602,-0.142284,-0.171491,-0.176691,-0.001804,-0.168518,0.636273,0.649774,-1.099614,-0.132652,-0.136591,0.040990,-0.230110,0.031589,1.192053,0.31223,-0.54903,-0.25742,-0.25574,-0.19700,-0.18172,-0.19959,0.84945,1.99873,1.99969,1.99900,1.99901,1.99905,1.99884,1.99905,1.99927,3.66754,6.53829,4.24511,4.24296,4.18364,4.16750,4.18636,3.10253,0.02151,0.01105,0.01330,0.01377,0.01430,0.01537,0.01418,0.04875,5.68777,8.54903,6.25742,6.25574,6.19700,6.18172,6.19959,5.15055,42.8438,107.8295,73.2862,76.0616,68.7569,66.8014,68.5942,22.8557,115.4026,172.5119,156.0416,141.7557,166.1655,146.857,166.8386,76.1358,0.340076,-0.510908,0.011000,-0.017345,-0.011687,-0.004786,-0.012644,0.609739,0.28379,-0.51117,-0.26716,-0.23705,-0.18632,-0.17176,-0.20467,0.78004,1.99876,1.99970,1.99904,1.99905,1.99908,1.99888,1.99908,1.99926,3.69381,6.50020,4.25110,4.22049,4.16970,4.15590,4.18788,3.17259,0.02364,0.01127,0.01701,0.01752,0.01754,0.01698,0.01771,0.04811,5.71621,8.51117,6.26716,6.23705,6.18632,6.17176,6.20467,5.21996,235.55,227.3,219.91,196.97,194.28,193.19,189.69,177.64,176.23,167.95,0.0022,0.0115,0.2212,0.0348,0.0574,0.0141,0.0954,0.4039,0.1869,0.2528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc(cc1)Cl,27,0,1,2.6886,212.6755,1247.167,4640.2873,-1037.65831455,0.21797,0.232151,0.233095,0.175358,-1037.444573,-1037.430392,-1037.429448,-1037.487185,C11H13ClO2,1.0,-0.24008,-0.02109,0.130585,0.109495,2.391,1458.951,4643.41,-0.401502,0.968087,-1.001814,-1.170984,-2.389738,-3.156966,-2.55852,1.884594,0.240316,0.456617,-0.997621,1.362772,-1.107601,0.016395,1.254996,-0.403792,0.167804,0.303284,0.400069,-0.133362,0.320457,0.016928,-0.208981,-0.257081,0.6282252989301448,0.6278319697923223,0.5578193832599119,0.5176998112020138,0.5237570799244808,0.599826935179358,0.520846444304594,0.6592196349905601,0.346888,-0.534405,-0.131507,-0.160082,-0.145476,-0.060538,-0.139339,0.635259,0.587471,-1.087681,-0.079991,-0.082661,-0.074001,0.410071,-0.082955,1.188165,0.29473,-0.54970,-0.24913,-0.24919,-0.23712,-0.05301,-0.23990,0.84853,1.99871,1.99969,1.99900,1.99900,1.99894,1.99854,1.99894,1.99927,3.68508,6.53896,4.23714,4.23679,4.22341,4.03300,4.22633,3.10336,0.02148,0.01105,0.01300,0.01340,0.01477,0.02147,0.01462,0.04883,5.70527,8.54970,6.24913,6.24919,6.23712,6.05301,6.23990,5.15147,46.7086,110.7522,72.2828,75.2805,67.044,57.3046,66.9716,22.8321,111.8972,168.6595,152.3358,138.4036,140.1286,102.7339,140.5398,75.8382,0.347997,-0.511194,0.004394,-0.028390,-0.003907,-0.063776,-0.005221,0.627910,0.33180,-0.51778,-0.29612,-0.27679,-0.26273,-0.02802,-0.27889,0.82957,1.99873,1.99969,1.99903,1.99904,1.99897,1.99857,1.99897,1.99927,3.64609,6.50679,4.27909,4.25919,4.24374,4.00743,4.25961,3.12243,0.02338,0.01130,0.01800,0.01856,0.02002,0.02203,0.02032,0.04873,5.66820,8.51778,6.29612,6.27679,6.26273,6.02802,6.27889,5.17043,240.09,227.9,224.65,201.67,200.75,195.58,191.87,187.7,179.12,177.34,0.0072,0.1714,0.073,0.0005,0.0012,0.105,0.0666,0.0305,0.0271,0.5516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc(cc1)c1ccc(cc1)C(=O)C,42,0,1,3.3105,296.3652,2224.548,13037.9325,-961.761944842,0.346252,0.367449,0.368393,0.293889,-961.425916,-961.404719,-961.403775,-961.478279,C19H20O3,1.0,-0.22833,-0.06177,0.14505,0.08328,3.1482,2170.291,13216.1758,-2.012512,-3.391856,-1.366602,-1.279344,0.024372,0.79136,0.110094,-4.269545,0.16953,0.264677,-1.01375,1.317935,-1.029288,0.112587,1.286305,-0.272114,-0.295347,-0.468084,0.064202,-0.589642,0.132852,-0.154625,-0.518983,0.44433,0.6295626179987414,0.6274386406544997,0.5575833857772183,0.5169918187539333,0.5548300818124606,0.6629169288860919,0.5524701069855255,0.658747640025173,0.352121,-0.534647,-0.143747,-0.171224,-0.190453,0.096789,-0.183507,0.635430,0.685541,-1.237183,-0.124951,-0.128645,-0.010564,-0.008181,-0.017729,1.269599,0.30185,-0.54907,-0.25658,-0.25514,-0.20481,-0.06519,-0.20717,0.84857,1.99871,1.99969,1.99900,1.99901,1.99906,1.99901,1.99905,1.99927,3.67793,6.53835,4.24422,4.24233,4.19319,4.05135,4.19568,3.10335,0.02151,0.01103,0.01336,0.01381,0.01256,0.01483,0.01244,0.04880,5.69815,8.54907,6.25658,6.25514,6.20481,6.06519,6.20717,5.15143,44.64,109.6571,72.71,75.3949,67.8523,58.1865,67.7613,22.7688,111.4469,168.753,153.7907,139.7625,152.3552,170.5011,153.2571,75.7005,0.343885,-0.536363,0.007328,-0.036374,-0.063306,0.100071,-0.056388,0.634817,0.28709,-0.54993,-0.25745,-0.25606,-0.21501,-0.05885,-0.21752,0.84703,1.99871,1.99969,1.99900,1.99901,1.99906,1.99901,1.99905,1.99928,3.69264,6.53923,4.24514,4.24328,4.20329,4.04474,4.20593,3.10486,0.02157,0.01101,0.01331,0.01377,0.01266,0.01510,0.01254,0.04883,5.71291,8.54993,6.25745,6.25606,6.21501,6.05885,6.21752,5.15297,338.12,296.03,267.77,261.83,236.98,236.1,232.47,226.86,224.59,223.09,0.0005,0.7125,0.0076,0.0028,0.1695,0.0222,0.0045,0.0068,0.0371,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc(cc1)c1ccccc1,37,0,1,1.5293,254.328,1957.362,8467.0308,-809.119864278,0.308654,0.326295,0.327239,0.261247,-808.815799,-808.798159,-808.797215,-808.863206,C17H18O2,1.0,-0.21975,-0.02878,0.124265,0.095485,2.2608,2308.684,8378.3289,-0.847571,-2.225649,-0.222253,-0.096513,1.16749,1.953595,1.29199,-3.112889,0.178343,0.301813,-1.041186,1.338096,-1.082732,0.068995,1.279352,-0.266658,-0.285064,-0.466234,-0.027377,-0.463551,0.059061,-0.114056,-0.379981,0.415139,0.6277533039647577,0.6276746381371932,0.5568753933291378,0.5162838263058528,0.552391441157961,0.6613436123348018,0.5513687853996224,0.6598489616110762,0.349810,-0.535831,-0.142689,-0.170080,-0.192041,0.097509,-0.185560,0.634827,0.635119,-1.179296,-0.100928,-0.104819,-0.031344,0.065501,-0.039049,1.236970,0.29645,-0.54996,-0.25572,-0.25592,-0.20807,-0.05805,-0.21096,0.84771,1.99870,1.99969,1.99899,1.99900,1.99906,1.99901,1.99905,1.99928,3.68331,6.53926,4.24340,4.24319,4.19643,4.04411,4.19946,3.10415,0.02154,0.01102,0.01332,0.01374,0.01258,0.01493,0.01245,0.04887,5.70355,8.54996,6.25572,6.25592,6.20807,6.05805,6.21096,5.15229,45.5514,109.9148,72.7128,75.6042,68.0709,56.9136,68.0355,22.7939,109.6,164.4813,152.7231,139.3976,151.3674,172.7812,151.524,76.4516,0.345502,-0.516206,0.026525,-0.011756,-0.037564,0.089234,-0.042447,0.597754,0.31426,-0.52242,-0.26012,-0.24516,-0.19771,-0.03783,-0.22132,0.78711,1.99870,1.99970,1.99902,1.99902,1.99907,1.99901,1.99906,1.99928,3.66315,6.51142,4.24576,4.23093,4.18446,4.02215,4.20764,3.16447,0.02390,0.01130,0.01534,0.01520,0.01419,0.01666,0.01462,0.04915,5.68574,8.52242,6.26012,6.24516,6.19771,6.03783,6.22132,5.21289,257.76,251.64,246.5,227.8,223.68,217.33,212.22,210.94,206.41,200.48,0.661,0.0036,0.0003,0.0074,0.0068,0.0268,0.0446,0.02,0.0076,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc2c(c1)CCC1C2CC[C@]2(C1CCC2=O)C,56,0,1,2.1667,354.4882,2691.972,14749.4559,-1120.20760406,0.488814,0.513319,0.514263,0.433697,-1119.731091,-1119.706586,-1119.705642,-1119.786208,C23H30O3,1.0,-0.228,-0.01506,0.12153,0.10647000000000001,1.6659,3423.486,14534.6158,2.508805,3.858034,1.974686,1.700894,0.617495,-0.228007,0.334687,4.719204,0.542705,0.522716,1.786308,-0.586054,1.879452,0.758061,-0.488777,-0.407323,-0.034545,0.329034,-0.36699,0.006768,-0.651052,-0.615732,-0.294648,-0.196751,0.6280679672750157,0.6275173064820642,0.5174638137193204,0.5992762743864065,0.5615953429830082,0.7176683448709881,0.6800660792951542,0.6600062932662052,0.351890,-0.538732,-0.165197,-0.204642,-0.198703,0.119122,0.100083,0.634968,0.627913,-1.131017,-0.128347,-0.123098,-0.009089,-0.013746,0.037510,1.202555,0.29867,-0.55043,-0.26058,-0.24919,-0.21634,-0.03570,-0.02063,0.84773,1.99869,1.99969,1.99899,1.99894,1.99905,1.99897,1.99898,1.99928,3.68091,6.53974,4.24783,4.23781,4.20445,4.02201,4.00731,3.10410,0.02173,0.01100,0.01376,0.01244,0.01284,0.01472,0.01434,0.04888,5.70133,8.55043,6.26058,6.24919,6.21634,6.03570,6.02063,5.15227,47.4699,109.8261,77.4003,73.266,65.5637,56.5128,58.6078,22.9049,104.5731,160.0779,136.1509,133.662,151.6585,175.6888,173.9543,77.3609,0.351815,-0.538831,-0.029998,-0.061834,-0.071822,0.118669,0.100518,0.634968,0.29861,-0.55052,-0.26104,-0.24918,-0.21671,-0.03624,-0.01954,0.84767,1.99869,1.99969,1.99899,1.99894,1.99905,1.99897,1.99898,1.99928,3.68097,6.53983,4.24828,4.23781,4.20482,4.02255,4.00623,3.10417,0.02173,0.01100,0.01377,0.01244,0.01284,0.01473,0.01433,0.04888,5.70139,8.55052,6.26104,6.24918,6.21671,6.03624,6.01954,5.15233,298.51,241.99,232.71,228.26,224.32,218.09,216.63,211.05,204.65,202.76,0.0006,0.0223,0.0009,0.1685,0.0331,0.0029,0.0023,0.0013,0.011,0.0502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc2c(c1)OCO2,30,0,1,1.5793,222.2402,1433.687,4931.1284,-766.583405726,0.243216,0.258448,0.259392,0.199065,-766.350545,-766.335313,-766.334369,-766.394696,C12H14O4,1.0,-0.20646,-0.00608,0.10627,0.10019,4.8421,1362.002,4889.0717,-0.258773,1.085775,-0.695064,-1.145316,-2.066141,-2.936253,-2.484544,2.054693,-0.087513,0.259021,-1.405872,0.987341,-1.705857,-0.649639,0.66498,-0.326628,0.278827,0.439621,0.373682,0.097838,0.282794,0.102269,0.014007,-0.339604,0.6323159219634991,0.6290906230333543,0.5563247325361863,0.5306796727501574,0.5023599748269352,0.6098174952800504,0.6086375078665828,0.6599276274386406,0.345366,-0.540475,-0.155019,-0.228284,-0.195107,0.336615,0.331157,0.633078,0.545991,-1.056877,-0.141989,-0.113413,0.010607,0.419748,0.450616,1.177612,0.29000,-0.55241,-0.26924,-0.30583,-0.26984,0.25058,0.26648,0.84654,1.99874,1.99969,1.99902,1.99891,1.99900,1.99868,1.99870,1.99928,3.68967,6.54170,4.25727,4.29326,4.25711,3.72988,3.71357,3.10520,0.02159,0.01102,0.01295,0.01367,0.01373,0.02086,0.02126,0.04899,5.71000,8.55241,6.26924,6.30583,6.26984,5.74942,5.73352,5.15346,50.4346,109.9313,79.2871,93.1285,87.7627,52.3713,49.176,22.638,99.7704,155.8308,141.5778,113.5896,136.3636,90.3399,94.2519,77.8514,0.357311,-0.532785,0.048140,-0.095054,-0.064573,0.323440,0.324055,0.572335,0.33275,-0.54458,-0.19021,-0.38156,-0.34058,0.24435,0.28339,0.75161,1.99877,1.99969,1.99903,1.99893,1.99903,1.99868,1.99870,1.99928,3.64413,6.53364,4.17634,4.36150,4.32237,3.73430,3.69526,3.19914,0.02435,0.01125,0.01484,0.02113,0.01918,0.02266,0.02265,0.04997,5.66725,8.54458,6.19021,6.38156,6.34058,5.75565,5.71661,5.24839,257.14,246.34,223.95,217.88,200.01,191.46,183.36,182.07,176.39,175.49,0.1183,0.0278,0.018,0.0184,0.1293,0.1126,0.2802,0.1909,0.0085,0.1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc2c(c1)c(ccc2)N(C)C,41,0,1,2.547,271.3584,2101.857,7485.1152,-865.665560717,0.347986,0.367617,0.368561,0.299165,-865.325981,-865.306349,-865.305405,-865.374801,C17H21NO2,1.0,-0.19545,-0.03415,0.11480000000000001,0.08065,7.2276,2398.273,7360.9893,0.600894,1.840435,0.479704,-0.497713,-0.769045,-1.934806,-1.799032,2.897937,-0.576909,0.05913,-1.976709,0.226824,-2.545715,-1.759857,-0.336567,-0.338941,0.297652,0.417531,0.442986,0.109924,0.356109,0.148009,0.058448,-0.362174,0.6330239144115796,0.6270453115166772,0.5554594084329767,0.6060415355569541,0.5258810572687225,0.6492290748898678,0.7007551919446192,0.6604782882315922,0.357181,-0.540141,-0.136212,-0.249120,-0.214739,0.136500,0.091339,0.635236,0.633949,-1.143122,-0.088872,-0.160010,0.028842,-0.001226,-0.025818,1.250028,0.29773,-0.55082,-0.25535,-0.24598,-0.19756,-0.05760,-0.05625,0.84636,1.99870,1.99969,1.99900,1.99897,1.99907,1.99902,1.99897,1.99928,3.68150,6.54015,4.24290,4.23351,4.18543,4.04471,4.04312,3.10531,0.02208,0.01098,0.01345,0.01350,0.01306,0.01387,0.01416,0.04905,5.70227,8.55082,6.25535,6.24598,6.19756,6.05760,6.05625,5.15364,46.8306,106.8324,73.5093,80.3795,66.6127,64.3658,66.3524,22.2214,102.3545,154.6029,148.056,135.9734,141.6848,193.575,179.5975,78.1738,0.349907,-0.543460,-0.014325,-0.202418,-0.154402,0.143287,0.126722,0.628402,0.30047,-0.54997,-0.26834,-0.36951,-0.29288,-0.05433,-0.02608,0.83434,1.99869,1.99969,1.99901,1.99897,1.99907,1.99903,1.99899,1.99928,3.67755,6.53929,4.25505,4.35356,4.27787,4.04051,4.01233,3.11724,0.02329,0.01098,0.01429,0.01697,0.01593,0.01479,0.01476,0.04914,5.69953,8.54997,6.26834,6.36951,6.29288,6.05433,6.02608,5.16566,319.79,290.85,259.84,248.66,242.09,226.98,223.4,215.14,213.31,206.31,0.0951,0.0165,0.0081,0.138,0.0168,0.065,0.1025,0.3385,0.0481,0.3978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
O=C(C(C)(C)C)Oc1ccc2c(c1)cc(cc2)N(C)C,41,0,1,0.7569,271.3584,2343.056,7064.34,-865.667047694,0.348122,0.367734,0.368678,0.299603,-865.326657,-865.307045,-865.306101,-865.375176,C17H21NO2,1.0,-0.19198,-0.03315,0.112565,0.07941500000000001,4.9689,2728.971,6991.8081,0.574077,1.932851,0.233397,-0.385678,-1.092168,-2.121718,-1.754853,2.564353,-1.05618,-0.802892,-2.408197,-0.076062,-2.758417,-1.7821,-0.407497,0.232952,0.157314,0.362606,-0.060804,0.246625,-0.16603,-0.090948,0.079803,-0.279336,0.6322372561359345,0.6291692888609188,0.5169918187539333,0.6489930774071743,0.5239144115796098,0.6498584015103839,0.7040591567023285,0.6600062932662052,0.351001,-0.539471,-0.163898,-0.218205,-0.208692,0.135439,0.078506,0.637012,0.621646,-1.087266,-0.090225,-0.147342,0.017564,0.002567,-0.015024,1.138533,0.29489,-0.54968,-0.25831,-0.24485,-0.20005,-0.05786,-0.05506,0.84953,1.99869,1.99969,1.99900,1.99897,1.99907,1.99902,1.99897,1.99928,3.68462,6.53900,4.24554,4.23275,4.18807,4.04492,4.04194,3.10246,0.02180,0.01099,0.01377,0.01313,0.01291,0.01392,0.01415,0.04873,5.70511,8.54968,6.25831,6.24485,6.20005,6.05786,6.05506,5.15047,48.8866,107.8946,76.5543,77.0087,66.4101,64.483,66.8995,22.4617,100.5134,162.9837,137.4338,147.4204,142.6373,193.2398,178.347,78.2636,0.341898,-0.535670,-0.050915,-0.156460,-0.152797,0.140783,0.114231,0.627804,0.29962,-0.54266,-0.27120,-0.37095,-0.29923,-0.05660,-0.02427,0.83389,1.99869,1.99969,1.99901,1.99897,1.99907,1.99903,1.99899,1.99928,3.67839,6.53191,4.25737,4.35564,4.28418,4.04277,4.01055,3.11776,0.02330,0.01106,0.01482,0.01634,0.01598,0.01481,0.01473,0.04907,5.70038,8.54266,6.27120,6.37095,6.29923,6.05660,6.02427,5.16611,325.9,294.59,259.55,253.19,244.97,227.4,226.71,216.27,213.1,207.04,0.0852,0.0231,0.0143,0.0905,0.0543,0.0201,0.1817,0.3034,0.1406,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
